target,n_rows_in_csv,n_valid_3d,n_inner_lt_30pc,n_outer_40_70pc,inner_density,outer_density,density_ratio,raw_score,adjusted_score,score_gap,score_retention,inner_weight,outer_weight,confidence_weight,score_status,central_concentration_10pc,peak_shell,peak_radius_mid_pc,monotonic_fraction,hollow_core_flag,anti_cluster_flag,n_0_10pc,density_0_10pc,n_10_20pc,density_10_20pc,n_20_30pc,density_20_30pc,n_30_40pc,density_30_40pc,n_40_50pc,density_40_50pc,n_50_60pc,density_50_60pc,n_60_70pc,density_60_70pc,csv_path,cluster,is_field_like,cluster_notes,field_notes,is_confirmed_cluster,reference_label,model_region
CoRoT-18,1154,1154,98,915,0.0008665102457225414,0.0007829396394036788,1.1067395264116575,0.3411352302187648,0.30620216310026666,0.03493306711849814,0.8975975975975976,0.9074074074074074,0.9891891891891892,0.8975975975975976,ok,1.0861391694725029,20_30,25.0,0.6666666666666666,True,False,0,0.0,22,0.0007503018745760781,76,0.000954929658551372,141,0.0009097640665928613,217,0.0008492612127280646,299,0.0007844065052386272,399,0.0007500333341771604,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\CoRoT-18.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core
WASP-1,1696,1696,59,633,0.0005216745356901014,0.0005416402095546762,0.963138493944181,0.3636513940097549,0.30611239461947654,0.057538999390278345,0.841774291703293,0.855072463768116,0.9844479004665629,0.841774291703293,ok,0.9537548598322079,30_40,35.0,0.3333333333333333,True,True,1,0.000238732414637843,14,0.0004774648292756861,44,0.0005528540128455313,91,0.000587152695460641,145,0.0005674786905325777,200,0.000524686625577677,288,0.0005413774442181008,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-1.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core|anti_cluster_shape
TOI-6628,755,755,62,631,0.0005482003595387506,0.0005399288660805697,1.0153195985208663,0.36108349536649254,0.30608226091454155,0.05500123445195099,0.8476772404229503,0.8611111111111112,0.984399375975039,0.8476772404229503,ok,1.0470846026401581,20_30,25.0,0.16666666666666666,True,False,0,0.0,16,0.000545674090600784,46,0.0005779837407021462,62,0.00040003810020395323,122,0.000477464829275686,207,0.0005430506574728957,302,0.0005676944033120362,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-6628.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core
NGTS-9,792,792,53,675,0.000468622887992803,0.0005775784225109106,0.811358024691358,0.36843927343636207,0.30543193157654625,0.06300734185981582,0.8289885297184567,0.8412698412698413,0.9854014598540146,0.8289885297184567,ok,0.8393725254347718,40_50,45.0,0.5,False,False,1,0.000238732414637843,17,0.0005797787212633331,35,0.00043977023749076346,64,0.000412942555049242,159,0.0006222697365150335,204,0.0005351803580892306,312,0.0005864922312362758,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\NGTS-9.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
WASP-131,1187,1187,81,976,0.0007161972439135291,0.0008351356153639241,0.8575819672131147,0.34604595206759,0.304895000185625,0.04115095188196499,0.8810824064373758,0.8901098901098901,0.9898580121703854,0.8810824064373759,ok,0.8571428571428572,50_60,55.0,0.3333333333333333,True,True,1,0.000238732414637843,25,0.0008526157665637251,55,0.000691067516056914,130,0.0008387895649437728,217,0.0008492612127280646,341,0.0008945906966099392,418,0.0007857492072332157,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-131.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core|anti_cluster_shape
WASP-76,804,804,29,310,0.0002564162972036092,0.00026525823848649226,0.9666666666666667,0.422967715122081,0.3046858781207939,0.11828183700128708,0.7203525641025641,0.7435897435897436,0.96875,0.7203525641025641,ok,1.0041639272408502,40_50,45.0,0.5,False,False,1,0.000238732414637843,6,0.00020462778397529403,22,0.00027642700642276563,28,0.0001806623678340434,72,0.00028178252219548684,97,0.00025447301340517336,141,0.0002650493737317785,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-76.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
HATS-1,981,981,70,812,0.0006189358898018153,0.0006948054504871991,0.8908045977011494,0.3524043778866332,0.30460256750420056,0.04780181038243264,0.8643552311435522,0.875,0.9878345498783455,0.8643552311435523,ok,0.8992966621945766,60_70,65.0,0.16666666666666666,True,True,1,0.000238732414637843,17,0.0005797787212633331,52,0.0006533729242719915,99,0.0006387705148417962,171,0.0006692334902142813,258,0.0006768457469952034,383,0.0007199568094983771,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-1.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core|anti_cluster_shape
WASP-13,994,994,73,806,0.0006454617136504645,0.0006896714200648799,0.9358974358974359,0.3502438356970021,0.3042707123307969,0.04597312336620524,0.868739664540515,0.8795180722891566,0.9877450980392157,0.868739664540515,ok,0.9276551252664174,30_40,35.0,0.5,True,False,1,0.000238732414637843,18,0.0006138833519258821,54,0.0006785026521286064,115,0.0007420061536041068,187,0.000731851828479945,273,0.0007161972439135291,346,0.0006504048461786905,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-13.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core
HAT-P-24,452,452,33,378,0.0002917840623351415,0.00032344391660610994,0.9021164021164021,0.40655316775235206,0.3039645297616183,0.10258863799073376,0.7476624310716855,0.7674418604651163,0.9742268041237113,0.7476624310716855,ok,0.9217714134181916,60_70,65.0,0.3333333333333333,False,True,1,0.000238732414637843,9,0.00030694167596294103,23,0.0002889918703510731,41,0.00026454132432842065,75,0.0002935234606202988,122,0.00032005884160238296,181,0.00034024068542873694,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-24.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|anti_cluster_shape
HD_106315,1044,1044,72,848,0.0006366197723675814,0.0007256096330211144,0.8773584905660377,0.3501074218534999,0.3038285114089387,0.04627891044456123,0.8678151117175508,0.8780487804878049,0.9883449883449883,0.8678151117175507,ok,0.8669410150891632,30_40,35.0,0.5,False,False,2,0.000477464829275686,11,0.00037515093728803905,59,0.0007413269717701441,124,0.0008000762004079065,180,0.0007044563054887171,267,0.0007004566451461989,401,0.0007537928997620084,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HD_106315.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
TOI-2152,2205,2205,74,889,0.0006543036549333475,0.0007606921742402956,0.8601424821897262,0.34873108109855583,0.30379817391214564,0.04493290718641019,0.8711531331108638,0.8809523809523809,0.9888765294771968,0.8711531331108638,ok,0.8634836232044606,60_70,65.0,0.3333333333333333,True,True,1,0.000238732414637843,21,0.0007161972439135291,52,0.0006533729242719915,114,0.0007355539261814624,190,0.000743592766904757,283,0.000742431575192413,416,0.0007819896416483678,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2152.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core|anti_cluster_shape
TOI-561,498,498,54,358,0.0004774648292756861,0.0003063304818650459,1.5586592178770948,0.3697896056644337,0.303531447720144,0.06625815794428969,0.8208220108695652,0.84375,0.9728260869565217,0.8208220108695652,ok,1.4234234234234235,40_50,45.0,0.5,True,False,0,0.0,15,0.0005115694599382351,39,0.0004900296932039936,86,0.0005548915583474189,165,0.0006457516133646573,193,0.0005063225936824584,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-561.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core
TOI-1836,166,166,16,134,0.0001414710605261292,0.00011466001276512892,1.233830845771144,0.5285491087715651,0.3026734212623493,0.22587568750921583,0.5726495726495727,0.6153846153846154,0.9305555555555556,0.5726495726495727,ok,1.248395061728395,0_10,5.0,0.5,False,False,1,0.000238732414637843,3,0.00010231389198764701,12,0.00015077836713969033,16,0.0001032356387623105,25,9.78411535400996e-05,44,0.00011543105762708895,65,0.00012218588150755746,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1836.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
K2-186,130,130,13,105,0.00011494523667747997,8.984553239058609e-05,1.2793650793650793,0.5859295715959212,0.30237953316764926,0.2835500384282719,0.5160680529300566,0.5652173913043478,0.9130434782608695,0.5160680529300566,ok,1.3004115226337447,0_10,5.0,0.6666666666666666,False,False,1,0.000238732414637843,4,0.000136418522650196,8,0.00010051891142646021,12,7.742672907173288e-05,17,6.653198440726773e-05,36,9.444359260398185e-05,52,9.774870520604597e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-186.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
TOI-4773,1228,1228,103,974,0.0009107199521369568,0.0008334242718898177,1.0927446954140998,0.3350585280050529,0.3023035977995082,0.03275493020554471,0.9022411684293834,0.911504424778761,0.9898373983739838,0.9022411684293834,ok,1.071539094650206,20_30,25.0,0.5,True,False,0,0.0,21,0.0007161972439135291,82,0.0010303188421212173,151,0.0009742863408193054,205,0.0008022974590288167,328,0.0008604860659473903,441,0.0008289842114589668,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-4773.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core
TOI-2876,716,716,54,591,0.0004774648292756861,0.0005057019965984417,0.9441624365482234,0.36307599037535404,0.30124810619901854,0.0618278841763355,0.8297108985024959,0.84375,0.9833610648918469,0.8297108985024959,ok,0.9546827794561935,50_60,55.0,0.5,True,False,1,0.000238732414637843,10,0.00034104630662549004,43,0.0005402891489172237,71,0.00045810814700775285,116,0.00045398295242606214,215,0.0005640381224960028,260,0.0004887435260302298,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2876.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core
TOI-3160_A,505,505,41,402,0.0003625195925982061,0.00034398003829538674,1.0538971807628523,0.38252441862394687,0.3000555619531645,0.08246885667078235,0.7844089091947459,0.803921568627451,0.9757281553398058,0.7844089091947459,ok,1.0341634738186463,20_30,25.0,0.5,False,False,1,0.000238732414637843,7,0.00023873241463784304,33,0.0004146405096341484,62,0.00040003810020395323,93,0.00036396909116917053,128,0.00033579944036971326,181,0.00034024068542873694,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-3160_A.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
WASP-77_A,738,738,40,487,0.000353677651315323,0.00041671213594490883,0.8487337440109514,0.3823565410827366,0.2997306004141533,0.08262594066858331,0.7839034205231389,0.8,0.9798792756539235,0.7839034205231389,ok,0.8717842609835161,60_70,65.0,0.5,False,False,1,0.000238732414637843,11,0.00037515093728803905,28,0.00035181618999261075,50,0.0003226113711322203,110,0.00043050107557643825,132,0.0003462931728812668,245,0.00046054678414387043,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-77_A.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
K2-190,121,121,13,99,0.00011494523667747997,8.471150196826689e-05,1.3569023569023568,0.5831439790160892,0.29936430035648454,0.28377967865960463,0.5133625847626645,0.5652173913043478,0.908256880733945,0.5133625847626645,ok,1.4087791495198903,0_10,5.0,0.5,False,False,1,0.000238732414637843,2,6.8209261325098e-05,10,0.00012564863928307528,9,5.807004680379966e-05,17,6.653198440726773e-05,41,0.00010756075824342378,41,7.70710944893824e-05,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-190.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
K2-215,762,762,29,291,0.0002564162972036092,0.00024900047548248144,1.029782359679267,0.4163477086808129,0.2993064412264571,0.11704126745435578,0.7188857653973934,0.7435897435897436,0.9667774086378738,0.7188857653973934,ok,1.0673188912182623,10_20,15.0,0.3333333333333333,True,False,0,0.0,13,0.00044336019861313707,16,0.00020103782285292042,27,0.00017421014041139898,57,0.00022307783007142709,89,0.00023348554838206626,145,0.00027256850490147436,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-215.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
K2-203,1845,1845,55,730,0.00048630677055856914,0.0006246403680488366,0.7785388127853882,0.3568271244587344,0.297850499938008,0.058976624520726384,0.8347193347193347,0.8461538461538461,0.9864864864864865,0.8347193347193347,ok,0.7821430178659827,10_20,15.0,0.5,True,False,1,0.000238732414637843,22,0.0007503018745760781,32,0.00040207564570584085,93,0.0006000571503059298,175,0.0006848880747806972,241,0.0006322473838211008,314,0.0005902517968211237,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-203.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core
TOI-1691,191,191,12,162,0.00010610329539459691,0.00013861882140261855,0.7654320987654321,0.5797091625986559,0.29782098628218473,0.2818881763164712,0.5137420718816067,0.5454545454545454,0.9418604651162791,0.5137420718816067,ok,0.7846058348851644,0_10,5.0,0.5,False,False,2,0.000477464829275686,5,0.00017052315331274502,5,6.282431964153764e-05,17,0.0001096878661849549,34,0.00013306396881453546,43,0.00011280762449920055,85,0.00015978153735603668,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1691.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
WASP-149,326,326,33,254,0.0002917840623351415,0.00021734062121151303,1.3425196850393701,0.40321753676557165,0.2977245765652768,0.10549296020029486,0.7383720930232559,0.7674418604651163,0.9621212121212122,0.7383720930232559,ok,1.3181645809632159,10_20,15.0,0.6666666666666666,True,False,0,0.0,9,0.00030694167596294103,24,0.00030155673427938065,39,0.00025163686948313183,58,0.00022699147621303107,72,0.0001888871852079637,124,0.00023309306626057117,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-149.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
TOI-4600,1278,1278,83,1048,0.0007338811264792953,0.0008967439804317545,0.818384223918575,0.33656485813683445,0.29753600443293704,0.039028853703897415,0.8840376445718234,0.8924731182795699,0.9905482041587902,0.8840376445718234,ok,0.8128932279559895,30_40,35.0,0.3333333333333333,True,True,1,0.000238732414637843,26,0.0008867203972262741,56,0.0007036323799852215,147,0.0009484774311287277,212,0.0008296929820200446,344,0.0009024609959936044,492,0.0009248531338725888,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-4600.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core|anti_cluster_shape
TOI-2498,2025,2025,149,1675,0.0013174492511495782,0.0014332501595641116,0.9192039800995023,0.3186967699047637,0.2968805268423993,0.021816243062364404,0.9315454528488514,0.9371069182389937,0.9940652818991098,0.9315454528488514,ok,0.929558556424228,60_70,65.0,0.16666666666666666,True,True,0,0.0,34,0.0011595574425266662,115,0.0014449593517553657,201,0.0012968977119515257,350,0.0013697761495613944,552,0.0014481350865943885,773,0.001453072098543722,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2498.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core|anti_cluster_shape
HD_110113,5944,5944,295,5065,0.002608372678450507,0.0043339773481744625,0.6018427114182296,0.30719534350313915,0.29653790026895127,0.01065744323418788,0.9653072761043366,0.9672131147540983,0.9980295566502463,0.9653072761043365,ok,0.6111865095756049,60_70,65.0,0.16666666666666666,False,True,10,0.00238732414637843,67,0.0022850102543907833,218,0.002739140336371041,584,0.0037681008148243334,1085,0.004246306063640322,1639,0.004299806896609063,2341,0.004400571517064493,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HD_110113.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|anti_cluster_shape
TOI-1259_A,684,684,43,576,0.00038020347516397226,0.0004928669205426437,0.771412037037037,0.3701622888629301,0.29519542696107454,0.07496686190185559,0.7974756906433125,0.8113207547169812,0.9829351535836177,0.7974756906433125,ok,0.7851158490784076,10_20,15.0,0.3333333333333333,False,False,1,0.000238732414637843,16,0.000545674090600784,26,0.0003266864621359957,65,0.0004193947824718864,131,0.0005126876445501219,164,0.00043024303297369514,281,0.000528218964671133,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1259_A.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
TOI-530,927,927,65,759,0.0005747261833873999,0.0006494548484233794,0.8849363197189284,0.34455852535593867,0.29473419763216707,0.0498243277237716,0.8553966189856957,0.8666666666666667,0.9869960988296489,0.8553966189856957,ok,0.882529861648191,60_70,65.0,0.16666666666666666,True,True,1,0.000238732414637843,14,0.0004774648292756861,50,0.0006282431964153764,103,0.0006645794245323739,144,0.0005635650443909737,233,0.0006112599187979937,382,0.0007180770267059531,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-530.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core|anti_cluster_shape
K2-217,493,493,15,180,0.00013262911924324613,0.00015402091266957616,0.861111111111111,0.5174948817250755,0.2941549854016219,0.22333989632345363,0.5684210526315789,0.6,0.9473684210526315,0.5684210526315789,ok,0.8522114347357066,0_10,5.0,0.6666666666666666,False,False,2,0.000477464829275686,2,6.8209261325098e-05,11,0.00013821350321138281,26,0.00016775791298875457,42,0.00016437313794736734,62,0.00016265285392907987,76,0.00014286349222422104,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-217.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
TOI-4562,2207,2207,159,1782,0.001405868663978409,0.001524807035428804,0.9219977553310886,0.3139251216928503,0.29370151406054795,0.020223607632302354,0.9355782438715131,0.9408284023668639,0.9944196428571429,0.9355782438715132,ok,0.9086371527777778,40_50,45.0,0.3333333333333333,True,True,1,0.000238732414637843,33,0.0011254528118641173,125,0.0015706079910384409,266,0.001716292494423412,451,0.0017650544098633968,579,0.001518967781047375,752,0.0014135966599028186,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-4562.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core|anti_cluster_shape
K2-123,601,601,46,478,0.00040672929901262145,0.00040901109031143,0.9944211994421198,0.3633780409471789,0.2923725250419559,0.07100551590522303,0.804596018735363,0.8214285714285714,0.9795081967213115,0.804596018735363,ok,0.9700367033700368,30_40,35.0,0.3333333333333333,True,True,1,0.000238732414637843,8,0.000272837045300392,37,0.0004648999653473785,77,0.0004968215115436193,94,0.0003678827373107745,167,0.0004381133323573603,217,0.00040791286595599953,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-123.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|hollow_core|anti_cluster_shape
K2-383,268,268,22,215,0.00019452270822342766,0.00018396942346643818,1.0573643410852713,0.44482758814885764,0.29222701277001345,0.1526005753788442,0.6569444444444446,0.6875,0.9555555555555556,0.6569444444444444,ok,1.0466726889491118,0_10,5.0,0.6666666666666666,False,False,1,0.000238732414637843,5,0.00017052315331274502,16,0.00020103782285292042,31,0.00020001905010197661,46,0.00018002772251378326,86,0.0002256152489984011,83,0.00015602197177118875,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-383.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
Kepler-1735,229,229,18,190,0.00015915494309189535,0.00016257763004010818,0.9789473684210525,0.47791897040878195,0.29187194264250615,0.1860470277662758,0.6107142857142858,0.6428571428571429,0.95,0.6107142857142858,ok,0.9984202211690364,0_10,5.0,0.5,False,False,1,0.000238732414637843,5,0.00017052315331274502,12,0.00015077836713969033,21,0.00013549677587553253,37,0.0001448049072393474,59,0.00015478255454541473,94,0.00017669958248785233,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\Kepler-1735.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
TOI-5386_A,417,417,39,330,0.00034483571003243995,0.0002823716732275563,1.2212121212121212,0.37779482504843137,0.29184990386394427,0.0859449211844871,0.7725090036014406,0.7959183673469388,0.9705882352941176,0.7725090036014406,ok,1.207524985302763,20_30,25.0,0.5,True,False,0,0.0,10,0.00034104630662549004,29,0.0003643810539209183,48,0.0003097069162869315,73,0.00028569616833709085,112,0.0002938245103234991,145,0.00027256850490147436,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-5386_A.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
HAT-P-60,1247,1247,43,459,0.00038020347516397226,0.0003927533273074192,0.9680464778503994,0.36752380161600207,0.2918219122378016,0.0757018893782005,0.7940218047230158,0.8113207547169812,0.9786780383795309,0.7940218047230158,ok,0.9622547978188515,10_20,15.0,0.3333333333333333,True,False,0,0.0,17,0.0005797787212633331,26,0.0003266864621359957,64,0.000412942555049242,90,0.00035222815274435856,136,0.00035678690539282034,233,0.0004379893906347829,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-60.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
HATS-64,206,206,15,168,0.00013262911924324613,0.00014375285182493776,0.9226190476190474,0.5139877972019358,0.29106724695480407,0.2229205502471317,0.5662921348314607,0.6,0.9438202247191011,0.5662921348314607,ok,0.9191390343222804,10_20,15.0,0.3333333333333333,False,False,1,0.000238732414637843,8,0.000272837045300392,6,7.538918356984516e-05,23,0.00014840123072082135,26,0.00010175479968170359,51,0.00013379508952230765,91,0.00017106023411058045,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-64.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
K2-188,247,247,16,199,0.0001414710605261292,0.00017027867567358698,0.8308207705192628,0.4965891348261589,0.2909716240865826,0.2056175107395763,0.5859403754140596,0.6153846153846154,0.9521531100478469,0.5859403754140596,ok,0.8106461439794773,0_10,5.0,0.5,False,False,2,0.000477464829275686,2,6.8209261325098e-05,12,0.00015077836713969033,32,0.000206471277524621,35,0.00013697761495613944,73,0.0001915106183358521,91,0.00017106023411058045,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-188.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
K2-283,384,384,20,139,0.0001768388256576615,0.00011893837145039493,1.4868105515587529,0.46728320506293514,0.29061461075502454,0.1766685943079106,0.6219239373601789,0.6666666666666666,0.9328859060402684,0.6219239373601789,ok,1.4629629629629628,10_20,15.0,0.5,True,False,0,0.0,8,0.000272837045300392,12,0.00015077836713969033,21,0.00013549677587553253,27,0.00010566844582330757,42,0.00011018419137131218,70,0.00013158479546967726,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-283.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|hollow_core
TOI-2803_A,663,663,47,543,0.0004155712402955045,0.0004646297532198881,0.8944137507673419,0.3584914204358851,0.2902528327446535,0.06823858769123159,0.8096507090511088,0.8245614035087719,0.9819168173598554,0.8096507090511088,ok,0.892977392977393,40_50,45.0,0.3333333333333333,False,True,1,0.000238732414637843,12,0.00040925556795058806,34,0.0004272053735624559,73,0.00047101260185304167,146,0.0005713923366741817,182,0.0004774648292756861,215,0.0004041533003711516,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2803_A.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut|anti_cluster_shape
Kepler-8,163,163,15,134,0.00013262911924324613,0.00011466001276512892,1.1567164179104477,0.5197686875363313,0.2902041838744517,0.22956450366187964,0.5583333333333333,0.6,0.9305555555555556,0.5583333333333333,ok,1.1861861861861862,0_10,5.0,0.6666666666666666,False,False,1,0.000238732414637843,3,0.00010231389198764701,11,0.00013821350321138281,14,9.03311839170217e-05,33,0.00012915032267293147,45,0.00011805449075497732,56,0.00010526783637574181,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\Kepler-8.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
TOI-3807,583,583,32,487,0.0002829421210522584,0.00041671213594490883,0.678986995208761,0.38832962993553594,0.28991707161614405,0.09841255831939189,0.746574686212513,0.7619047619047619,0.9798792756539235,0.7465746862125131,ok,0.6797069301606506,0_10,5.0,0.6666666666666666,False,False,2,0.000477464829275686,9,0.00030694167596294103,21,0.0002638621424944581,64,0.000412942555049242,98,0.0003835373218771904,166,0.0004354898992294719,223,0.0004191915627105433,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-3807.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
K2-412,235,235,21,191,0.00018568076694054457,0.00016343330177716138,1.1361256544502616,0.4498719473470127,0.28959017506160617,0.16028177228540652,0.6437168993740973,0.6774193548387096,0.9502487562189055,0.6437168993740973,ok,1.1484942886812044,0_10,5.0,0.6666666666666666,False,False,1,0.000238732414637843,2,6.8209261325098e-05,18,0.0002261675507095355,23,0.00014840123072082135,48,0.00018785501479699122,63,0.00016527628705696826,80,0.00015038262339391688,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-412.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
KELT-11,465,465,29,403,0.0002564162972036092,0.00034483571003243995,0.7435897435897436,0.39660378295000326,0.28776981507026067,0.10883396787974259,0.725585149313963,0.7435897435897436,0.9757869249394673,0.7255851493139629,ok,0.7784573564390078,60_70,65.0,0.3333333333333333,False,True,1,0.000238732414637843,9,0.00030694167596294103,19,0.000238732414637843,33,0.0002129235049472654,65,0.00025438699920425894,122,0.00032005884160238296,216,0.00040603308316357556,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\KELT-11.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut|anti_cluster_shape
