target,n_rows_in_csv,n_valid_3d,n_inner_lt_30pc,n_outer_40_70pc,inner_density,outer_density,density_ratio,raw_score,adjusted_score,score_gap,score_retention,inner_weight,outer_weight,confidence_weight,score_status,central_concentration_10pc,peak_shell,peak_radius_mid_pc,monotonic_fraction,hollow_core_flag,anti_cluster_flag,n_0_10pc,density_0_10pc,n_10_20pc,density_10_20pc,n_20_30pc,density_20_30pc,n_30_40pc,density_30_40pc,n_40_50pc,density_40_50pc,n_50_60pc,density_50_60pc,n_60_70pc,density_60_70pc,csv_path,cluster,is_field_like,cluster_notes,field_notes,is_confirmed_cluster,reference_label,model_region
TOI-3856,650,650,55,531,0.00048630677055856914,0.00045436169237524966,1.0703075957313246,0.5101745822788567,0.4237067730827246,0.08646780919613212,0.8305132944689322,0.8461538461538461,0.9815157116451017,0.8305132944689322,ok,1.0818549642079054,0_10,5.0,0.5,False,False,4,0.000954929658551372,12,0.00040925556795058806,39,0.0004900296932039936,64,0.000412942555049242,123,0.00048137847541729003,160,0.0004197493004621416,248,0.00046618613252114233,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-3856.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
HATS-71,1361,1361,60,505,0.0005305164769729845,0.00043211422721186644,1.2277227722772277,0.5038782813276036,0.42350934602569734,0.08036893530190625,0.840499306518724,0.8571428571428571,0.9805825242718447,0.840499306518724,ok,1.221256038647343,0_10,5.0,0.8333333333333334,False,False,3,0.000716197243913529,17,0.0005797787212633331,40,0.0005025945571323011,70,0.00045165591958510844,119,0.0004657238908508741,172,0.0004512304979968022,214,0.00040227351757872763,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-71.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
WASP-171,635,635,50,533,0.00044209706414415377,0.00045607303584935607,0.9693558474046279,0.5176024565666765,0.4233918191375669,0.09421063742910957,0.817986494782075,0.8333333333333334,0.9815837937384899,0.817986494782075,ok,1.0003165558721114,0_10,5.0,0.6666666666666666,False,False,4,0.000954929658551372,14,0.0004774648292756861,32,0.00040207564570584085,52,0.00033551582597750914,111,0.0004344147217180422,197,0.0005168163261940118,225,0.0004229511282953912,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-171.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
HAT-P-57,2440,2440,197,1982,0.001741862432727966,0.0016959413828394442,1.0270770265724856,0.44710013681314886,0.4233650467067333,0.023735090106415557,0.9469132568923035,0.9516908212560387,0.9949799196787149,0.9469132568923035,ok,1.027922260200459,0_10,5.0,0.8333333333333334,False,False,8,0.001909859317102744,54,0.0018416500557776462,135,0.0016962566303215163,261,0.00168403135731019,424,0.0016593859640400893,625,0.0016396457049302406,933,0.0017538373453315555,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-57.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
HATS-4,1934,1934,160,1534,0.001414710605261292,0.0013126004446396102,1.077792264232942,0.4527019081930105,0.4233128480146773,0.029389060178333204,0.9350807680585187,0.9411764705882353,0.9935233160621761,0.9350807680585187,ok,1.055576433253998,0_10,5.0,0.8333333333333334,False,False,7,0.001671126902464901,46,0.0015688130104772541,107,0.0013444404403289054,240,0.0015485345814346576,355,0.0013893443802694143,522,0.001369432092757737,657,0.0012350172946225424,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-4.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
TOI-4638,3106,3106,137,1239,0.0012113459557549814,0.001060177282208916,1.1425881086898035,0.4575943908745935,0.4230510650165092,0.03454332585808434,0.9245110374013498,0.9319727891156463,0.9919935948759008,0.9245110374013498,ok,1.1299558896458124,10_20,15.0,0.5,False,False,5,0.001193662073189215,40,0.0013641852265019602,92,0.0011559674814042924,180,0.0011614009360759931,302,0.0011819211347644033,400,0.001049373251155354,537,0.001009443359531667,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-4638.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
Kepler-128,1127,1127,90,922,0.0007957747154594768,0.0007889293415630512,1.0086767895878523,0.47472129569228366,0.4226649476024216,0.05205634808986204,0.8903433476394849,0.9,0.9892703862660944,0.890343347639485,ok,1.01575056252009,0_10,5.0,0.5,False,False,6,0.001432394487827058,15,0.0005115694599382351,69,0.0008669756110532194,115,0.0007420061536041068,211,0.0008257793358784406,277,0.0007266909764250826,434,0.0008158257319119991,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\Kepler-128.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
KELT-24,3204,3204,292,2503,0.002581846854601858,0.0021417463578441618,1.2054867492342523,0.43854488311957024,0.42233620932067034,0.016208673798899897,0.9630398747703993,0.9668874172185431,0.9960206923995225,0.9630398747703993,ok,1.1735856735856738,10_20,15.0,0.5,False,False,8,0.001909859317102744,83,0.0028306843449915674,201,0.002525537649589813,409,0.002638961015861562,609,0.0023834105002368262,968,0.0025394832677959568,926,0.001740678865784588,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\KELT-24.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
HATS-75,2721,2721,98,988,0.0008665102457225414,0.0008454036762085624,1.024966261808367,0.47011936658385844,0.42231534875413335,0.0478040178297251,0.8983151488161508,0.9074074074074074,0.9899799599198397,0.8983151488161508,ok,1.0087625004071794,0_10,5.0,0.8333333333333334,False,False,6,0.001432394487827058,26,0.0008867203972262741,66,0.0008292810192682968,149,0.0009613818859740166,239,0.0009353614278433521,328,0.0008604860659473903,421,0.0007913885556104876,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-75.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
K2-357,623,623,64,497,0.0005658842421045168,0.00042526885331544084,1.3306505700871896,0.4980945515126851,0.4222877417377123,0.07580680977497284,0.8478063862679248,0.8648648648648649,0.980276134122288,0.8478063862679248,ok,1.33995892135427,10_20,15.0,0.6666666666666666,False,False,2,0.000477464829275686,19,0.0006479879825884311,43,0.0005402891489172237,62,0.00040003810020395323,110,0.00043050107557643825,162,0.00042499616671791836,225,0.0004229511282953912,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-357.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
Kepler-94,1569,1569,150,1237,0.0013262911924324613,0.0010584659387348095,1.2530315278900566,0.45375321755381837,0.42198230511783785,0.031770912435980514,0.9299819566960706,0.9375,0.991980753809142,0.9299819566960706,ok,1.237177981364028,20_30,25.0,0.5,False,False,4,0.000954929658551372,37,0.001261871334514313,109,0.0013695701681855205,182,0.001174305390921282,250,0.0009784115354009959,416,0.001091348181201568,571,0.0010733559744740817,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\Kepler-94.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
HAT-P-2,1298,1298,111,1079,0.0009814554824000214,0.0009232698042804038,1.0630213160333641,0.46405538682774156,0.4217945770626762,0.042260809765065355,0.9089315392846573,0.9173553719008265,0.9908172635445363,0.9089315392846573,ok,1.0944491247776842,10_20,15.0,0.3333333333333333,False,False,4,0.000954929658551372,31,0.0010572435505390191,76,0.000954929658551372,108,0.0006968405616455959,217,0.0008492612127280646,350,0.0009182015947609347,512,0.000962448789721068,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-2.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
TOI-1135,2009,2009,161,1648,0.0014235525465441752,0.001410147022663675,1.0095064724919094,0.45039142290252854,0.4214951271378964,0.02889629576463215,0.9358418160398988,0.9415204678362573,0.9939686369119421,0.9358418160398988,ok,1.0196408529741865,0_10,5.0,0.6666666666666666,False,False,7,0.001671126902464901,44,0.0015006037491521562,110,0.001382135032113828,200,0.0012904454845288813,360,0.0014089126109774342,587,0.001539955246070482,701,0.0013177277374891965,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1135.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
TOI-6054,717,717,99,465,0.0008753521870054244,0.00039788735772973844,2.1999999999999997,0.47393773448451376,0.42139495136638516,0.0525427831181286,0.8891356832448093,0.908256880733945,0.9789473684210527,0.8891356832448093,ok,1.8748651564185546,30_40,35.0,0.6666666666666666,True,False,2,0.000477464829275686,27,0.0009208250278888231,70,0.0008795404749815269,153,0.000987190795664594,249,0.000974497889259392,216,0.0005666615556238912,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-6054.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut|hollow_core
K2-228,549,549,50,432,0.00044209706414415377,0.0003696501904069828,1.1959876543209875,0.5170270114471648,0.4211079731243876,0.0959190383227772,0.8144796380090498,0.8333333333333334,0.9773755656108597,0.8144796380090498,ok,1.172715801974319,0_10,5.0,0.6666666666666666,False,False,3,0.000716197243913529,15,0.0005115694599382351,32,0.00040207564570584085,67,0.0004322992373171752,83,0.00032483262975313066,147,0.0003856446697995926,202,0.00037971612406964014,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-228.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
TOI-677,1054,1054,94,859,0.000831142480591009,0.0007350220221286996,1.1307722157547535,0.47129434568732975,0.4210756532361371,0.05021869245119265,0.8934451624325042,0.9038461538461539,0.9884925201380897,0.8934451624325042,ok,1.1459876543209877,0_10,5.0,0.5,False,False,4,0.000954929658551372,21,0.0007161972439135291,69,0.0008669756110532194,101,0.0006516749696870851,192,0.0007514200591879649,256,0.0006715988807394265,411,0.0007725907276862479,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-677.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
K2-219,700,700,32,276,0.0002829421210522584,0.00023616539942668345,1.1980676328502413,0.5725301786456068,0.4209612502329337,0.15156892841267317,0.7352647352647352,0.7619047619047619,0.965034965034965,0.7352647352647352,ok,1.2042396093843037,0_10,5.0,0.5,False,False,3,0.000716197243913529,7,0.00023873241463784304,22,0.00027642700642276563,35,0.00022582795979255422,53,0.00020742324550501116,90,0.00023610898150995465,133,0.0002500111113923868,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-219.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
HAT-P-18,918,918,85,743,0.0007515650090450614,0.0006357641006305282,1.1821444593988335,0.47616771815231757,0.4203868349746224,0.05578088317769514,0.8828545467253792,0.8947368421052632,0.9867197875166003,0.8828545467253792,ok,1.1942554799697658,10_20,15.0,0.5,False,False,3,0.000716197243913529,24,0.0008185111359011761,58,0.0007287621078418366,90,0.0005807004680379966,157,0.0006144424442318255,260,0.0006820926132509801,326,0.0006128091903302113,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-18.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
TOI-564,2150,2150,171,1777,0.001511971959373006,0.001520528676743538,0.9943725379853685,0.44648560557583356,0.4194574119083244,0.027028193667509137,0.9394645799775543,0.9447513812154696,0.9944040290990487,0.9394645799775543,ok,1.011285160855651,0_10,5.0,0.6666666666666666,False,False,7,0.001671126902464901,46,0.0015688130104772541,118,0.0014826539435402882,202,0.0013033499393741701,391,0.0015302356413671577,559,0.0014664991184896072,827,0.0015545803693346157,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-564.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
WASP-17,1714,1714,156,1359,0.0013793428401297598,0.0011628578906553,1.1861662987490802,0.449489921872465,0.4193266626622637,0.0301632592102013,0.9328944705043696,0.9397590361445783,0.9926953981008035,0.9328944705043696,ok,1.1718727713592927,20_30,25.0,0.5,False,False,5,0.001193662073189215,38,0.0012959759651768623,113,0.0014198296238987506,199,0.0012839932571062369,314,0.001228884888463651,418,0.001096595047457345,627,0.0011786238108498234,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-17.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
K2-137,2253,2253,179,1838,0.0015827074896360704,0.0015727246527037833,1.006347479143997,0.445156235038332,0.4193215936006359,0.025834641437696093,0.941965001488811,0.9470899470899471,0.9945887445887446,0.941965001488811,ok,1.0101075038394227,0_10,5.0,0.6666666666666666,False,False,8,0.001909859317102744,42,0.0014323944878270583,129,0.001620867446751671,236,0.00152272567174408,363,0.0014206535494022462,632,0.0016580097368254594,843,0.0015846568940133992,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-137.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
WASP-38,890,890,91,690,0.0008046166567423599,0.0005904134985667087,1.3628019323671496,0.47173663801333465,0.41895818247322897,0.052778455540105684,0.8881188118811882,0.900990099009901,0.9857142857142858,0.8881188118811882,ok,1.3329624994205722,10_20,15.0,0.6666666666666666,False,False,2,0.000477464829275686,28,0.0009549296585513722,61,0.0007664566996267592,109,0.0007032927890682403,150,0.0005870469212405976,211,0.0005535443899844492,329,0.0006184485387074832,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-38.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
TOI-6695,4840,4840,427,3815,0.003775508927791073,0.0032643876768579613,1.1565749235474005,0.42989357228577124,0.418958004649277,0.010935567636494226,0.9745621513288762,0.977116704805492,0.9973856209150327,0.9745621513288762,ok,1.1324453844281626,20_30,25.0,0.6666666666666666,False,False,13,0.003103521390291959,98,0.0033422538049298024,316,0.003970497001345178,598,0.003858431998741355,919,0.0035966408041340613,1230,0.0032268227473027135,1666,0.003131718132178319,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-6695.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
Kepler-1105,1570,1570,143,1248,0.0012643976034522797,0.0010678783278423947,1.1840277777777777,0.45182346991446,0.4189356678554723,0.03288780205898767,0.9272109479721935,0.934640522875817,0.9920508744038156,0.9272109479721936,ok,1.1728308546808897,20_30,25.0,0.6666666666666666,False,False,5,0.001193662073189215,33,0.0011254528118641173,105,0.0013193107124722903,179,0.0011549487086533487,297,0.0011623529040563833,416,0.001091348181201568,535,0.0010056837939468192,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\Kepler-1105.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
TOI-4010,5106,5106,187,1778,0.0016534430198991352,0.0015213843484805911,1.0868016497937758,0.442800722334047,0.41797272557591486,0.02482799675813213,0.9439296380835576,0.949238578680203,0.9944071588366891,0.9439296380835576,ok,1.0921120721519924,20_30,25.0,0.3333333333333333,False,False,6,0.001432394487827058,48,0.0016370222718023522,133,0.0016711269024649012,226,0.001458203397517636,376,0.001471530949243098,538,0.0014114070228039512,864,0.0016241323326543022,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-4010.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
TOI-1803,1702,1702,137,1384,0.0012113459557549814,0.0011842496840816302,1.0228805394990366,0.4512485772975305,0.41753452719736756,0.03371405010016293,0.9252871880459501,0.9319727891156463,0.9928263988522238,0.9252871880459501,ok,1.02454147438173,0_10,5.0,0.6666666666666666,False,False,7,0.001671126902464901,27,0.0009208250278888231,103,0.0012941809846156753,181,0.0011678531634986375,298,0.0011662665501979872,471,0.0012356370032354294,615,0.001156066417340736,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1803.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
K2-319,748,748,66,592,0.000583568124670283,0.000506557668335495,1.152027027027027,0.4876282284541251,0.41643229022030903,0.07119593823381609,0.8539954537506558,0.868421052631579,0.9833887043189369,0.8539954537506558,ok,1.1326164874551974,10_20,15.0,0.3333333333333333,False,False,3,0.000716197243913529,22,0.0007503018745760781,41,0.0005151594210606086,90,0.0005807004680379966,122,0.000477464829275686,189,0.0004958288611709048,281,0.000528218964671133,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-319.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
KELT-15,1665,1665,138,1357,0.0012201878970378643,0.0011611465471811936,1.0508474576271185,0.4489024930237435,0.41550927390114656,0.03339321912259696,0.9256114197591887,0.9324324324324325,0.9926847110460864,0.9256114197591887,ok,1.0577021028887432,0_10,5.0,0.5,False,False,6,0.001432394487827058,30,0.0010231389198764702,102,0.0012816161206873678,170,0.001096878661849549,297,0.0011623529040563833,452,0.00118579177380555,608,0.0011429079377937683,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\KELT-15.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
K2-146,377,377,44,252,0.0003890454164468553,0.00021562927773740662,1.8042328042328042,0.5295994012437261,0.41505500148363267,0.1145443997600934,0.7837150127226463,0.8148148148148148,0.9618320610687023,0.7837150127226463,ok,1.546435324213102,0_10,5.0,0.8333333333333334,False,False,3,0.000716197243913529,13,0.00044336019861313707,28,0.00035181618999261075,81,0.0005226304212341969,123,0.00048137847541729003,129,0.0003384228734976017,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-146.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
TOI-3071,2018,2018,167,1587,0.0014766041942414737,0.0013579510467034298,1.0873766015542954,0.44239640118886553,0.41478858951877934,0.02760781167008619,0.9375948547594536,0.943502824858757,0.9937382592360676,0.9375948547594536,ok,1.0559257258338837,0_10,5.0,0.6666666666666666,False,False,8,0.001909859317102744,36,0.0012277667038517641,123,0.0015454782631818258,264,0.0017033880395781232,399,0.0015615448104999896,544,0.0014271476215712813,644,0.0012105801183210309,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-3071.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
TOI-1842,838,838,73,684,0.0006454617136504645,0.0005852794681443894,1.1028265107212476,0.47827235042718547,0.4145879483616927,0.06368440206549275,0.8668449012187076,0.8795180722891566,0.9855907780979827,0.8668449012187076,ok,1.1168240135560397,10_20,15.0,0.5,False,False,3,0.000716197243913529,23,0.0007844065052386271,47,0.0005905486046304538,81,0.0005226304212341969,152,0.0005948742135238055,220,0.0005771552881354447,312,0.0005864922312362758,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1842.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
WASP-162,506,506,43,415,0.00038020347516397226,0.0003551037708770784,1.0706827309236948,0.5225094908710803,0.4139481404925385,0.10856135037854187,0.7922308546059934,0.8113207547169812,0.9764705882352941,0.7922308546059934,ok,1.0869530437564996,0_10,5.0,0.8333333333333334,False,False,3,0.000716197243913529,12,0.00040925556795058806,28,0.00035181618999261075,48,0.0003097069162869315,76,0.00029743710676190276,142,0.0003725275041601507,197,0.0003703172101075203,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-162.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
HATS-55,1323,1323,112,1079,0.0009902974236829045,0.0009232698042804038,1.0725980846462775,0.45485060854051873,0.4137333569743983,0.04111725156612045,0.9096027337458038,0.9180327868852459,0.9908172635445363,0.9096027337458038,ok,1.0824234639263541,0_10,5.0,0.5,False,False,5,0.001193662073189215,22,0.0007503018745760781,85,0.0010680134339061398,132,0.0008516940197890616,228,0.0008923113202857083,358,0.0009391890597840419,493,0.0009267329166650128,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-55.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
K2-88,1575,1575,97,907,0.0008576683044396583,0.0007760942655072532,1.1051084160235207,0.46140426641570514,0.41372095063124703,0.047683315784458113,0.8966561012647908,0.9065420560747663,0.9890948745910578,0.8966561012647908,ok,1.129611203243044,0_10,5.0,0.5,False,False,4,0.000954929658551372,19,0.0006479879825884311,74,0.000929799930694757,98,0.0006323182874191518,194,0.0007592473514711729,302,0.0007922768046222923,411,0.0007725907276862479,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-88.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
TOI-954,1166,1166,43,435,0.00038020347516397226,0.0003722172056181424,1.0214559386973179,0.520564150116906,0.41285361153007116,0.10771053858683488,0.7930888276446895,0.8113207547169812,0.9775280898876404,0.7930888276446895,ok,1.0065185185185186,0_10,5.0,0.6666666666666666,False,False,4,0.000954929658551372,11,0.00037515093728803905,28,0.00035181618999261075,65,0.0004193947824718864,104,0.00040701919872681436,135,0.00035416347226493197,196,0.00036843742731509634,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-954.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
TOI-3980,895,895,34,325,0.00030062600361802457,0.0002780933145422903,1.081025641025641,0.5504703944812942,0.4126660691328562,0.137804325348438,0.7496607869742198,0.7727272727272727,0.9701492537313433,0.7496607869742198,ok,1.0611358024691357,0_10,5.0,0.5,False,False,3,0.000716197243913529,13,0.00044336019861313707,18,0.0002261675507095355,50,0.0003226113711322203,59,0.00023090512235463505,105,0.00027546047842828044,161,0.0003026450295802577,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-3980.csv,,False,,,False,unknown,weak_and_unreliable|adjusted_below_cut
WASP-180_A,3139,3139,243,2523,0.0021485917317405874,0.0021588597925852257,0.9952437574316291,0.4312043954843021,0.4125256833092902,0.018678712175011936,0.9566824634196199,0.9604743083003953,0.9960521121200158,0.9566824634196199,ok,0.9820441988950277,30_40,35.0,0.6666666666666666,False,False,10,0.00238732414637843,67,0.0022850102543907833,166,0.0020857674120990494,373,0.0024066808286463638,541,0.0021172825626077554,894,0.002345349216332216,1088,0.0020452036781572697,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-180_A.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
TOI-4515,1885,1885,72,727,0.0006366197723675814,0.000622073352837677,1.0233837689133425,0.47535199662377636,0.41171898122373085,0.06363301540004551,0.8661349571433299,0.8780487804878049,0.9864314789687924,0.8661349571433299,ok,1.0586264656616415,0_10,5.0,0.5,False,False,4,0.000954929658551372,13,0.00044336019861313707,55,0.000691067516056914,69,0.00044520369216246404,160,0.0006261833826566375,227,0.0005955193200306634,340,0.0006391261494241467,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-4515.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
MASCARA-4,1637,1637,150,1306,0.0013262911924324613,0.0011175072885914804,1.1868300153139355,0.442479688817568,0.4116725448297947,0.03080714398777329,0.9303761398176292,0.9375,0.9924012158054711,0.9303761398176292,ok,1.1806022565941865,20_30,25.0,0.5,False,False,4,0.000954929658551372,36,0.0012277667038517641,110,0.001382135032113828,181,0.0011678531634986375,263,0.0010292889352418479,449,0.0011779214744218848,594,0.0011165909786998328,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\MASCARA-4.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
HAT-P-3,1146,1146,101,924,0.0008930360695711907,0.0007906406850371576,1.1295093795093794,0.4572699410841303,0.4116196923214633,0.045650248762667045,0.9001678337866776,0.9099099099099099,0.9892933618843683,0.9001678337866775,ok,1.1311713627503102,0_10,5.0,0.6666666666666666,False,False,4,0.000954929658551372,24,0.0008185111359011761,73,0.0009172350667664495,121,0.0007807195181399732,223,0.0008727430895776884,299,0.0007844065052386272,402,0.0007556726825544323,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-3.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
CoRoT-28,1324,1324,119,1021,0.001052191012663086,0.0008736408435313181,1.2043747959516813,0.44954045521148944,0.410670123592965,0.038870331618524434,0.9135331844600335,0.9224806201550387,0.9903006789524733,0.9135331844600335,ok,1.155801444598125,30_40,35.0,0.5,False,False,4,0.000954929658551372,33,0.0011254528118641173,82,0.0010303188421212173,184,0.0011872098457665708,216,0.0008453475665864606,354,0.0009286953272724883,451,0.0008477820393832064,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\CoRoT-28.csv,,False,,,False,unknown,field_like_or_off_center|adjusted_below_cut
TOI-5238,499,499,46,404,0.00040672929901262145,0.00034569138176949316,1.1765676567656764,0.5120759842811403,0.4104736064475807,0.10160237783355963,0.8015873015873015,0.8214285714285714,0.9758454106280193,0.8015873015873015,ok,1.188455563731502,0_10,5.0,0.6666666666666666,False,False,3,0.000716197243913529,8,0.000272837045300392,35,0.00043977023749076346,49,0.0003161591437095759,93,0.00036396909116917053,130,0.00034104630662549004,181,0.00034024068542873694,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-5238.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
TOI-1268,1285,1285,93,1082,0.000822300539308126,0.0009258368194915633,0.8881700554528651,0.45866996478539085,0.4103464194716628,0.04832354531372807,0.8946441907606957,0.9029126213592233,0.9908424908424909,0.8946441907606957,ok,0.9131245339299031,0_10,5.0,0.6666666666666666,False,False,5,0.001193662073189215,27,0.0009208250278888231,61,0.0007664566996267592,110,0.0007097450164908847,182,0.000712283597771925,385,0.0010100217542370281,515,0.0009680881380983399,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1268.csv,,False,,,False,unknown,diffuse_association_candidate|adjusted_below_cut
