Catalog,Type,GaiaDR3,RA,DEC,Gmag,Bp-Rp,Voff(km/s),Sep(deg),3D(pc),Vr(pred),Vr(obs),Vrerr,Plx(mas),SpT,FnuvJ,W1-W3,RUWE,XCrate,RVsrc,PMRApred,PMDecpred,PMRA,PMRAerr,PMDec,PMDecerr
Gaia,DR3,1364178782550666112,268.8259805572222,49.22761669862864,15.910855293273926,2.4931230545043945,2.2107869303741583,8.387988823079832,38.75899374238853,-49.53084918839237,,,6.191410459195069,nan,,,1.0070278644561768,,None,-20.814530068246412,29.357358315003896,-20.644474284143758,0.03511868044734001,32.23788756285917,0.040592581033706665
Gaia,DR3,1364929096157152128,258.68231133042224,46.62878781886841,18.856229782104492,3.0233402252197266,2.5416915906293434,15.306118007720592,51.13539335338749,-48.04173017954076,,,5.726783776628366,nan,,,1.009482502937317,,None,-29.455335486076795,21.27078793959487,-27.295542391553333,0.2188941389322281,23.450451863351844,0.20205867290496826
Gaia,DR3,1365430890072355712,263.1819719482298,48.677063850599,16.807092666625977,2.761777877807617,3.0089519707666748,12.061800466129073,56.53044291490354,-48.55160032873239,,,4.415413232921788,nan,,,0.9396198987960815,,None,-19.294314864838704,19.228210305478626,-20.53129090091305,0.06265928596258163,16.715399138149696,0.05804538354277611
Gaia,DR3,1361792258204337920,261.5957555148516,45.496195702413466,20.04559326171875,2.651582717895508,4.207389339355812,13.602107986353245,63.9823552221112,-49.207573230514214,,,4.331217688107995,nan,,,1.046250581741333,,None,-20.122062420453595,15.985513899116055,-17.144118435105433,0.42889782786369324,13.558608885650594,0.4724840521812439
Gaia,DR3,1365560044032833408,261.26393668646136,48.47822170131573,18.170055389404297,2.94915771484375,4.919840869890988,13.33753006800008,56.291917578589285,-48.14568255560543,,,4.533442155765596,nan,,,0.9615644216537476,,None,-21.321348686084505,19.06544644820309,-18.14242135987521,0.13876700401306152,15.601058362344027,0.12045080959796906
Gaia,DR3,1363135693909217024,268.5658152542749,48.14832505654736,17.025766372680664,2.664766311645508,4.9790489591732285,8.494709452780787,43.72681914781689,-49.896829152913234,,,4.505874335139772,nan,,,0.9865806102752686,,None,-15.360948225917245,20.42299297533023,-17.85034452303816,0.061670560389757156,16.401645431072826,0.06800435483455658
Gaia,DR3,1350321779240363648,264.6612395673682,45.050751165489125,15.123348236083984,2.504079818725586,3.6698238583723692,11.663105363001943,52.638175244548854,-50.12668002312212,-53.09367752075195,3.9312150478363037,6.633211457630292,nan,,,3.3979640007019043,,Gaia_DR3,-27.257842767610356,25.045370013524295,-30.095066423450554,0.06464952230453491,29.321396088167504,0.06751952320337296
Gaia,DR3,1363341783619455744,268.45905570140945,48.37381239515941,19.25342559814453,2.720592498779297,3.5345388587946864,8.567342304120617,53.94766759152457,-49.7918241900257,,,4.267851798445984,nan,,,1.0097508430480957,,None,-14.632177601043566,19.50046815490306,-16.27155097529609,0.29531511664390564,22.225380513274438,0.29570919275283813
Gaia,DR3,1359387042156400768,253.62333712400988,45.18546103087366,18.110578536987305,3.2321300506591797,2.4387883320325763,19.072222509700293,64.25235319791989,-46.82886988296609,,,6.088034539390733,nan,,,0.978205680847168,,None,-36.37710747510559,18.93000516213297,-36.008372401904516,0.10672284662723541,15.82181394333362,0.16204510629177094
Gaia,DR3,1365016099310323200,259.46456155983765,46.7951402847738,17.206090927124023,2.7304649353027344,2.8847124821111025,14.747771220024203,50.88268520605739,-48.21537573000838,,,5.0090196373260385,nan,,,1.0174108743667603,,None,-25.100596140841866,19.005226153834204,-25.763137998682193,0.06483563780784607,21.978417519208136,0.08007609844207764
Gaia,DR3,1416083947654648064,262.0028892884601,53.110624439628076,14.922809600830078,1.947235107421875,1.0844837649042043,13.427398941241702,57.14028676218835,-46.54857622789475,-17.5777587890625,3.9913272857666016,4.514600633362668,nan,,,0.9110438227653503,,Gaia_DR3,-20.655638225429257,22.8433333021547,-19.776739645488462,0.02155333384871483,22.30219913330523,0.025380821898579597
