Catalog,Type,GaiaDR3,RA,DEC,Gmag,Bp-Rp,Voff(km/s),Sep(deg),3D(pc),Vr(pred),Vr(obs),Vrerr,Plx(mas),SpT,FnuvJ,W1-W3,RUWE,XCrate,RVsrc,PMRApred,PMDecpred,PMRA,PMRAerr,PMDec,PMDecerr
Gaia,DR3,3494515203117242880,179.3379037937478,-21.241662996691574,18.86066246032715,3.7244434356689453,3.9046749977431636,19.88188418554536,69.20846320513672,48.202158864710114,,,5.8464789917156414,nan,,,0.9659904837608337,,None,4.868553635214202,-65.98288364853833,8.195966479459196,0.23698410391807556,-62.50603678473225,0.1769229918718338
Gaia,DR3,3547544069106289792,175.3051884162436,-16.741652761798026,17.279129028320312,2.976194381713867,4.610567701918547,14.76521307791113,55.16437792135768,43.52953912884233,,,4.675457994535933,nan,,,1.0473483800888062,,None,5.655535316733818,-56.431053800845206,9.12536494151712,0.10173510760068893,-53.49656602842646,0.07732302695512772
Gaia,DR3,3547183120054710784,176.11354176270294,-17.865204393720393,12.087616920471191,1.004622459411621,4.970708639941102,15.963498139938208,55.30545736979072,44.7176893652705,-1.1322320699691772,0.6348593831062317,5.004868312800175,nan,,,1.0108554363250732,,Gaia_DR3,5.677999059508885,-59.46875981472039,2.9064331245620583,0.016083765774965286,-55.01646017000254,0.010314580984413624
Gaia,DR3,3557977266222131328,168.70470774574355,-18.40924318599822,14.010810852050781,1.8001718521118164,2.8857262187474295,17.2214181352062,65.49442082670761,44.39223946502964,1.0428837537765503,3.688375473022461,4.577584140033827,nan,,,1.1470909118652344,,Gaia_DR3,8.297882417625534,-54.25507451765227,6.488943566006339,0.0216323621571064,-56.37225420587259,0.02067485824227333
Gaia,DR3,3563921432239767424,164.39069943440714,-14.048885683501503,17.139604568481445,2.623483657836914,3.57810958125094,15.390164735694494,58.82118643188226,39.29793855254125,,,4.59803944774815,nan,,,1.0554986000061035,,None,10.089946209765145,-57.7819371259658,7.843489414375324,0.11699971556663513,-55.13947782258997,0.10718950629234314
Gaia,DR3,3541375911953437440,172.33004407999468,-21.47309507162836,15.865859031677246,2.362947463989258,3.7529101220891055,19.52675930250787,66.5792637459233,47.7920922336553,,,5.179667434576474,nan,,,1.0197926759719849,,None,7.686296505244311,-58.51305359536795,11.215066316882897,0.04348227009177208,-60.596456442638726,0.03914275020360947
Gaia,DR3,3567467082361706880,181.58994455282004,-17.68422181470562,14.821990966796875,2.0096054077148438,4.069033492814491,17.297660547474372,68.58067461411258,44.91860527264847,13.663578987121582,10.460564613342285,4.456741030917989,nan,,,1.0126794576644897,,Gaia_DR3,2.764724822635838,-52.97471899618282,-1.0407387128088599,0.03431827574968338,-53.34007515964345,0.038263533264398575
Gaia,DR3,3558493074615030144,170.0336659659905,-17.515102446788205,19.885961532592773,0.8244438171386719,4.0220121308559325,16.00064898591278,54.96590286710401,43.69385774965586,,,5.4051701389650955,nan,,,1.2800228595733643,,None,9.150790400580078,-64.77984148516413,5.086347444502846,0.5326918959617615,-66.89730012119387,0.4511987864971161
Gaia,DR3,3559877595975943040,168.36110091061403,-15.597834052317411,18.59356117248535,3.065471649169922,3.5647286975549024,14.709605346045631,61.2603574726628,41.53291959803372,,,4.410694022715038,nan,,,1.1392802000045776,,None,8.13123284991638,-54.253025260883135,6.4315616267660864,0.2333490252494812,-51.407437996412156,0.18625237047672272
Gaia,DR3,3569062606876607872,179.74768155306424,-14.917181963092077,18.945648193359375,3.019777297973633,3.5872504616137095,14.043124763810074,58.86982182444978,42.04188106059763,,,4.418528002212696,nan,,,1.0038301944732666,,None,3.509077165656045,-54.506322517421076,6.6036627197031175,0.2691163420677185,-55.76672120586844,0.14634813368320465
Gaia,DR3,3559018052760642048,167.7794536083599,-17.6412730404738,18.330665588378906,3.0300655364990234,2.274015251540169,16.80940132582413,68.5692442776038,43.499918095042716,,,4.39669296029935,nan,,,0.9656479358673096,,None,8.33403063590352,-52.69815595495153,6.644955826648689,0.19612576067447662,-51.43741530486641,0.12335155159235
Gaia,DR3,3585696607193759872,176.20278241537468,-11.778036864773592,14.500969886779785,2.15170955657959,4.26518817722152,9.973033440749719,52.16663599347063,38.500722034508506,48.24639892578125,2.8867602348327637,6.406556517132125,nan,,,0.9905427098274231,,Gaia_DR3,7.214982362736258,-82.10088728764116,4.666895519373082,0.025996768847107887,-76.93468029860759,0.015000359155237675
Gaia,DR3,3577986037089044608,185.73239557040216,-10.413712751081498,12.262662887573242,1.2635126113891602,1.244997340156831,14.27066656069587,56.22031376683946,37.569422269908785,11.938076972961426,0.4390563368797302,6.079946540185415,nan,,,1.0477521419525146,,Gaia_DR3,1.3826898359648752,-78.9449646754859,2.9378601920861325,0.017312703654170036,-78.58747290511872,0.012065805494785309
Gaia,DR3,3589614128467944576,171.87760505321123,-10.604543252431883,19.020418167114258,3.06854248046875,3.7623366164963685,8.862744900798237,31.732309688212545,36.78195658325123,,,4.889294688857908,nan,,,0.9711072444915771,,None,7.457738427103884,-63.5471670163333,10.242564246490721,0.33320021629333496,-60.84850915420808,0.2114134430885315
Gaia,DR3,3578313970728038400,189.49490796096717,-10.7068249871523,13.956435203552246,1.8298301696777344,4.3857932255828596,17.570476746734045,59.88246513978673,37.89863757548183,3.59950590133667,1.6462616920471191,5.311218780269556,nan,,,1.0629481077194214,,Gaia_DR3,-0.6934122273983272,-68.74405409841233,4.209267088858622,0.02472315914928913,-69.02267052873212,0.018813638016581535
Gaia,DR3,3585576279390103296,176.55241927015686,-12.41628158611641,13.319395065307617,1.2568464279174805,2.2381934161879684,10.670965823289299,48.4757251870511,39.20639581795309,44.71094512939453,1.5952080488204956,4.413926206372054,nan,,,1.0927767753601074,,Gaia_DR3,4.827120042080072,-56.155796787885585,4.565585996894601,0.015613047406077385,-54.08964456197454,0.01001738104969263
Gaia,DR3,3569692287737684992,184.2453201177119,-15.360152520333074,17.216604232788086,2.5223960876464844,3.1341965573491346,16.666340139090362,64.3238970914881,42.70147499728068,,,4.5445928659112464,nan,,,1.0449401140213013,,None,1.675670135667323,-55.69318786781666,2.218585327353251,0.10909616947174072,-52.73997363534268,0.08864981681108475
Gaia,DR3,3564432632131729664,165.45375849498797,-13.022902820467307,17.969881057739258,2.833047866821289,2.2110183247988973,13.942266215338973,63.937373967527556,38.40901982208146,,,4.255715264601347,nan,,,0.9123357534408569,,None,8.94304564713929,-54.064983599879255,10.582325869199693,0.1632939577102661,-55.181884498225116,0.1368783861398697
Gaia,DR3,3595513424963154304,177.99203238113353,-6.599616072622684,16.590286254882812,2.293428421020508,2.8816870816668287,5.9935680324662055,21.030147144018244,33.013794711912496,,,4.977247590569266,nan,,,1.0532209873199463,,None,4.773509503787523,-67.1536834350689,7.007405237175427,0.07873030006885529,-65.11603904804137,0.057809434831142426
Gaia,DR3,3588863166322480512,177.28956348461998,-9.047913725617486,16.107681274414062,2.4125146865844727,4.136559386161269,7.703903722681316,58.96977910924803,35.65891786081481,,,4.012962614037363,nan,,,1.0161279439926147,,None,4.112481286119426,-52.90782781815184,1.5546587818388211,0.048954304307699203,-50.51963546272158,0.03157712519168854
Gaia,DR3,3592615662068359040,176.0181202200443,-6.934689037504711,15.30695629119873,2.148362159729004,1.7779706366226302,5.266831356395265,19.069517799849773,33.216827414145115,58.857704162597656,6.908976078033447,5.212662922518192,nan,,,1.234634280204773,,Gaia_DR3,5.960031061997981,-70.13923191006829,6.603425770900345,0.05264886096119881,-71.98403470248346,0.038502711802721024
Gaia,DR3,3601164468053691904,180.18041953350962,-2.824625314776041,12.340811729431152,1.0696468353271484,3.6278810040015887,6.11813090122045,22.058198646492237,28.886066477881286,-5.520982265472412,0.7754945158958435,4.913591244533235,nan,,,1.5734245777130127,,Gaia_DR3,3.701946438424109,-68.396016556515,5.460790282379039,0.035017117857933044,-71.71688395976368,0.014367569237947464
Gaia,DR3,3595513420669033600,177.99166708590835,-6.600057315583831,18.172016143798828,,3.7110547974788854,5.993668936302041,28.94242645024641,33.01425847411252,,,4.598123710452967,nan,,,0.9672552347183228,,None,4.410061988222921,-62.038250472217555,7.108416382622627,0.18069440126419067,-64.41711869215908,0.13375501334667206
Gaia,DR3,3593057317849579776,172.38764510309883,-7.340848856672414,19.07909393310547,2.708629608154297,0.9743287845364101,5.587356022028891,37.30516498419114,33.277455475688946,,,4.360663880335896,nan,,,0.9797190427780151,,None,6.44794345701343,-58.50334371753804,7.296201611240242,0.3408631980419159,-58.79089914017181,0.2293497771024704
