target,gaia_dr3_id,notes
TOI-1135,1.7268583666245445e+18,none
HATS-27,6.134228079203074e+18,none
TOI-763,6.140553127216044e+18,none
TOI-763,6.140553127216044e+18,none
TOI-2257,1.716345832872292e+18,none
WASP-25,6.186950525042445e+18,"notes:
substellar companion
wasp-25b
detected, see also
wasp-25
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links ("
WASP-174,6.139403450370669e+18,none
WASP-108,6.084610486697803e+18,none
TOI-3082,3.509135344808097e+18,none
KELT-6,1.4647009502217815e+18,"notes:
substellar companion
kelt-6b
detected, see also
kelt-6
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links (ma"
WASP-167,6.154982877300948e+18,none
TOI-1823,1.676299557803904e+18,none
HD 114082,6.055854551117477e+18,"notes:
member of
name lower centaurus crux
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
: 
7
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links (may be more than one) from that object to his children
:"
TOI-1173,1.6861712137165176e+18,none
TOI-1824,1.6755117920825764e+18,none
TOI-1266,1.678074272650459e+18,none
TOI-1266,1.678074272650459e+18,none
TOI-1268,1.6759230094313708e+18,none
K2-198,3.62868706516234e+18,none
K2-198,3.62868706516234e+18,none
K2-198,3.62868706516234e+18,none
K2-349,3.608708904525885e+18,none
TOI-1272,1.5562424056995274e+18,none
TOI-778,3.607877948613218e+18,none
WASP-172,6.086712585429729e+18,none
HATS-37 A,6.194574671813048e+18,none
K2-195,3.6249698869321574e+18,none
K2-195,3.6249698869321574e+18,none
K2-196,3.6250091644075576e+18,none
TOI-1249,1.6783717249055196e+18,none
HATS-54,6.087996849371141e+18,none
TOI-1807,1.4764859968838372e+18,none
TOI-3894,1.5629358201724273e+18,none
TOI-1238,1.6851955302903752e+18,none
TOI-1238,1.6851955302903752e+18,none
K2-353,3.638010855046147e+18,none
K2-191,3.610048418926172e+18,none
WASP-157,3.6302693998335073e+18,none
TOI-1842,3.719927426253119e+18,none
K2-277,3.6048663862649615e+18,none
K2-200,3.63517404203161e+18,none
EPIC 212424622,3.6081394219263805e+18,none
K2-197,3.630460126445437e+18,none
EPIC 212499991,3.6100907844836193e+18,none
K2-377,3.6105574584500183e+18,none
WASP-130,6.112606840179716e+18,none
K2-278,3.606596502170799e+18,none
TOI-1794,1.552562615159689e+18,none
HD 118203,1.5604208548262848e+18,"notes:
substellar companion
hd 118203b
detected, see
hd 118203
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
: 
1
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all lin"
K2-126,3.606785098479013e+18,none
POTS-1,5.851616143098058e+18,"notes:
substellar companion
pots-1b
detected, see also
pots-1
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links (ma"
K2-189,3.606343094804432e+18,none
K2-189,3.606343094804432e+18,none
WASP-55,3.6035292727508024e+18,"notes:
substellar companion
wasp-55b
detected, see also
wasp-55
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links ("
K2-350,3.606709167752822e+18,none
K2-350,3.606709167752822e+18,none
K2-125,3.6063246135610977e+18,none
EPIC 212737443,3.630680754621236e+18,none
EPIC 212737443,3.630680754621236e+18,none
K2-128,3.6183866641390935e+18,none
TOI-4914,6.176542204376735e+18,none
K2-194,3.618361345307364e+18,none
K2-279,3.6324890045726167e+18,none
K2-378,3.616517223789496e+18,none
TOI-2485,1.4435302661454758e+18,none
K2-193,3.6165268788759854e+18,none
TOI-1855,1.2476037193457037e+18,none
K2-190,3.6072435304040166e+18,none
K2-190,3.6072435304040166e+18,none
K2-292,3.616931735377524e+18,none
EPIC 212587672,3.616620814104819e+18,none
EPIC 212587672,3.616620814104819e+18,none
WASP-54,3.661983850663909e+18,"notes:
substellar companion
wasp-54b
detected, see also
wasp-54
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links ("
TOI-3493,6.192360843805623e+18,none
NGTS-27,6.17145191221728e+18,none
HAT-P-3,1.5101915945529687e+18,"notes:
substellar companion
hat-p 3b
detected, see
hat-p-3
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
: 
1
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links ("
TOI-4336 A,6.113245033656232e+18,none
K2-192,3.613467311677116e+18,none
K2-351,3.6134429892783217e+18,none
Wolf 503,3.62032520621772e+18,none
K2-127,3.6134722938393713e+18,none
EPIC 212297394,6.294955311720592e+18,none
EPIC 212297394,6.294955311720592e+18,none
K2-110,3.613175223837136e+18,none
TOI-3235,6.10714e+18,none
HIP 67522,6.11392061913402e+18,none
HIP 67522,6.11392061913402e+18,none
Qatar-2,3.620030644476624e+18,none
TOI-3135,5.847114914267583e+18,none
HATS-25,6.287125101007614e+18,none
TOI-5713,1.5606767704543242e+18,none
K2-99,3.6206120112489887e+18,none
HATS-7,6.288858347945926e+18,none
K2-199,3.6205017121937193e+18,none
K2-199,3.6205017121937193e+18,none
WASP-15,6.171009049549197e+18,"notes:
substellar companion
wasp-15b
detected, see
wasp-15
in the
extrasolar planets encyclopaedia
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links (may be"
TOI-3919,1.4971326605899668e+18,none
TOI-1174,1.6742933614002143e+18,none
HAT-P-12,1.4995147868911685e+18,"notes:
substellar companion
hat-p 12b
detected, see
hat-p-12
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links (may"
WASP-184,6.173435259395017e+18,none
WASP-131,6.173451477191225e+18,none
EPIC 212624936,3.6146614199604024e+18,none
EPIC 212624936,3.6146614199604024e+18,none
TOI-4559,6.173120554255288e+18,none
TOI-1798,1.5058907517416737e+18,none
TOI-1798,1.5058907517416737e+18,none
TOI-1853,1.2332279441140027e+18,none
TOI-1782,1.7119709061694436e+18,none
TOI-1782,1.7119709061694436e+18,none
HAT-P-44,1.5061591700174618e+18,"notes:
2 substellar companions detected:
hat-p-44b
and
hat-p-44c
; see also
hat-p-44
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you wi"
HAT-P-26,3.66803634864158e+18,"notes:
substellar companion
hat-p-26b
detected, see also
hat-p-26
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links"
WASP-185,6.2840073370038e+18,none
TOI-1273,1.6116850046502917e+18,none
TOI-1180,1.7220267646386253e+18,none
WASP-16,6.283723285046533e+18,"notes:
substellar companion
wasp-16b
detected, see
wasp-16
in the
extrasolar planets encyclopaedia
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links (may be"
NGTS-2,6.220602384081327e+18,none
TOI-3912,1.2555207184614807e+18,none
KELT-18,1.6121653537937915e+18,none
TOI-1416,1.4916344839763507e+18,none
WASP-39,3.6430988751682714e+18,"notes:
substellar companion
wasp-39b
detected, see also
wasp-39
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links ("
TOI-2076,1.4908455843826872e+18,none
TOI-2076,1.4908455843826872e+18,none
TOI-2076,1.4908455843826872e+18,none
TOI-2076,1.4908455843826872e+18,none
WASP-132,6.099012478412247e+18,none
WASP-132,6.099012478412247e+18,none
NGTS-26,6.21664448152382e+18,none
TOI-4087,1.7254903336415027e+18,none
WASP-14,1.2420841709741752e+18,"notes:
substellar companion
wasp 14b
discovered (2008-06-10), see also
wasp-14
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obt"
NGTS-5,1.1590428337318136e+18,none
WASP-37,3.6521769972183255e+18,"notes:
substellar companion
wasp-37b
detected, see also
wasp-37
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links ("
TOI-824,5.880886001621564e+18,none
Qatar-6,1.2655133893728468e+18,none
HAT-P-27,1.159336403336464e+18,"notes:
substellar companion
hat-p-27b
detected, see also
hat-p-27/wasp-40
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain a"
TOI-1294,1.6953436833129032e+18,none
TOI-5238,1.6946252512481047e+18,none
WASP-192,6.198312362812872e+18,none
WASP-57,6.34037720221564e+18,"notes:
substellar companion
wasp-57b
detected, see also
wasp-57
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links ("
NGTS-32,6.305395724382388e+18,none
TIC 88785435,6.205812887538362e+18,none
TOI-3976 A,1.5857837405165545e+18,none
TOI-3160 A,6.225252356194921e+18,none
WASP-113,1.5873992323356536e+18,none
TOI-836,6.230733559097425e+18,none
TOI-836,6.230733559097425e+18,none
WASP-189,6.339097679918872e+18,none
TOI-6628,6.20073441512951e+18,none
TOI-5386 A,1.616054670018576e+18,none
TOI-3984 A,1.2919555788695757e+18,none
TOI-1860,1.6200244911103706e+18,none
WASP-24,1.15368250838817e+18,"notes:
substellar companion
wasp-24b
detected, see also
wasp-24
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links ("
WASP-178,6.003809889735481e+18,none
TIC 257060897,1.6971295307145364e+18,none
TOI-905,5.79553404065488e+18,none
K2-240,6.257625719430983e+18,none
K2-240,6.257625719430983e+18,none
HD 135694,1.6968314256243564e+18,none
K2-408,6.25764162798984e+18,none
K2-315,6.255978483510096e+18,none
EPIC 249893012,6.259263137059041e+18,none
EPIC 249893012,6.259263137059041e+18,none
EPIC 249893012,6.259263137059041e+18,none
K2-409,6.307338080392893e+18,none
K2-317,6.255655673768103e+18,none
TOI-912,5.772442647192376e+18,none
TOI-2018,1.2721238594397704e+18,none
HAT-P-4,1.291120362349158e+18,"notes:
transiting planet
hat-p 4b
detected, see
hat-p-4
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links (may be m"
HD 136352,5.902750168276592e+18,"notes:
three substellar companions detected,
hd 136352b
,
hd 136352c
and
hd 136352d
, see also
hd 136352
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using"
HD 136352,5.902750168276592e+18,"notes:
three substellar companions detected,
hd 136352b
,
hd 136352c
and
hd 136352d
, see also
hd 136352
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using"
HD 136352,5.902750168276592e+18,"notes:
three substellar companions detected,
hd 136352b
,
hd 136352c
and
hd 136352d
, see also
hd 136352
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using"
K2-233,6.253186686054823e+18,none
K2-233,6.253186686054823e+18,none
K2-233,6.253186686054823e+18,none
K2-406,6.214868495365748e+18,none
HD 137496,6.258810550587404e+18,none
TOI-2015,1.2708147877670254e+18,none
KELT-23 A,1.6446920645431928e+18,none
K2-318,6.258364939144565e+18,none
K2-407,6.239581123010345e+18,none
K2-407,6.239581123010345e+18,none
Lupus-TR-3,6.00220772519348e+18,none
TOI-1411,1.401760747118886e+18,none
K2-287,6.239702034929249e+18,none
K2-286,6.264513270727342e+18,none
TOI-3474,5.986650013613194e+18,none
K2-316,6.239410080231904e+18,none
K2-316,6.239410080231904e+18,none
TOI-2019,1.4024051296515945e+18,none
TOI-3464,5.989042791436796e+18,none
TOI-913,5.772195974332632e+18,none
K2-290,6.253844468883544e+18,none
K2-290,6.253844468883544e+18,none
TOI-2048,1.4044883906524639e+18,none
TOI-5005,5.984530842395364e+18,none
K2-365,6.246622017519184e+18,none
GJ 3929,1.3722159763273004e+18,none
WASP-17,6.042793005779656e+18,"notes:
substellar companion
wasp-17b
detected, see
wasp-17
in the
extrasolar planets encyclopaedia
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links (may be"
K2-38,6.23712965876038e+18,none
K2-38,6.23712965876038e+18,none
TOI-1739,1.7230441951490816e+18,none
XO-1,1.3167089185053504e+18,"notes:
substellar companion
xo 1b
of 0.9$m_j$ detected by mccullough
et al.(
astro-ph/0605414
), see
xo-1
in the
extrasolar planets encyclopaedia
.
also discovered as
1swasp j160211.83+281010.4b
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number"
TOI-1298,1.6471367298644244e+18,none
TOI-1439,1.643587094013359e+18,none
K2-33,6.245758900889487e+18,none
K2-24,6.049750234317822e+18,none
K2-24,6.049750234317822e+18,none
K2-37,6.049595065740634e+18,none
K2-37,6.049595065740634e+18,none
K2-37,6.049595065740634e+18,none
TOI-1751,1.6294041842891707e+18,none
K2-366,6.245607576304206e+18,none
TOI-5027,5.820908638718592e+18,none
WASP-38,4.45321189998618e+18,"notes:
substellar companion
wasp-38b
detected, see also
wasp-38
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links ("
K2-53,6.244643373326639e+18,none
TOI-7149,1.2007518109001825e+18,none
HAT-P-2,1.380825667768742e+18,"notes:
substellar companion
hd 147506b
detected, see also
hat-p-2
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links"
TOI-2266,1.3192437738439544e+18,none
K2-31,6.050191241556877e+18,none
TOI-1836,1.4286398163920876e+18,none
TOI-1836,1.4286398163920876e+18,none
K2-52,6.04905771378692e+18,none
K2-289,4.3255059608809897e+18,none
WASP-92,1.4240110828937341e+18,none
WASP-195,1.4117078183606684e+18,none
HD 149026,1.3313564749717169e+18,"notes:
substellar companion
hd 149026b
detected, see
hd 149026
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
: 
1
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all lin"
TOI-2260,1.4114145966495982e+18,none
WASP-103,4.4390859887691694e+18,"notes:
substellar companion
wasp-103b
detected, see
wasp-103
in the
extrasolar planets encyclopaedia
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links (may b"
TOI-3486,5.927041953543631e+18,none
TOI-1269,1.6351085880532588e+18,none
TOI-1246,1.6501109045223355e+18,none
TOI-1246,1.6501109045223355e+18,none
TOI-1246,1.6501109045223355e+18,none
TOI-1246,1.6501109045223355e+18,none
TOI-4379,6.027376203516633e+18,none
K2-32,4.1305391803585126e+18,none
K2-32,4.1305391803585126e+18,none
K2-32,4.1305391803585126e+18,none
K2-32,4.1305391803585126e+18,none
TOI-1753,1.6303856358560161e+18,none
TOI-2109,4.558177980124888e+18,none
K2-237,6.032746832450438e+18,none
HD 152843,4.5645665549956193e+18,none
HD 152843,4.5645665549956193e+18,none
WASP-148,1.3583557389061148e+18,none
TOI-1437,1.4334167176743045e+18,none
TOI-1244,1.649087121757063e+18,none
HAT-P-18,1.3345738177933624e+18,"notes:
substellar companion
hat-p-18b
detected, see also
hat-p-18
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links"
WASP-163,4.3349917869948657e+18,none
HAT-P-67,1.3586149831313393e+18,none
TOI-1346,1.6369792352887355e+18,none
TOI-1346,1.6369792352887355e+18,none
TOI-1295,1.6366906134863078e+18,none
TOI-1296,1.6508512237401495e+18,none
TOI-4633,1.6309060441573322e+18,none
TOI-4582,1.636984973365053e+18,none
TOI-2128,1.3342882196482125e+18,none
TOI-1742,1.65181862217419e+18,none
TOI-1743,1.6518075926981857e+18,none
TOI-1846,1.4200111626707615e+18,none
TOI-1453,1.4330623313326735e+18,none
TOI-1453,1.4330623313326735e+18,none
TOI-4600,1.6314165998051963e+18,none
TOI-4600,1.6314165998051963e+18,none
TOI-2141,4.548496986402688e+18,none
GJ 1214,4.393265392168829e+18,"notes:
possibly hosts a super earth,
gj 1214b
, see
gj 1214
in the
extrasolar planets encyclopaedia
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links (may be"
TOI-1670,1.651911084230149e+18,none
TOI-1670,1.651911084230149e+18,none
TOI-1248,1.4388885017133975e+18,none
TOI-2084,1.6521379959424796e+18,none
HAT-P-14,1.3404976084867425e+18,"notes:
substellar companion
hat-p-14b
detected, see
hat-p-14
in the
extrasolar planets encyclopaedia
; discovered independently by the superwasp team.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by u"
HD 158259,1.4160508592266708e+18,none
TOI-2088,1.65683548757373e+18,none
TOI-907,5.910312231273216e+18,none
TOI-2145,1.3441638913529656e+18,none
WASP-150,1.4167312851253732e+18,none
HAT-P-55,4.593808272896243e+18,none
TOI-2081,1.4167305635708692e+18,none
TOI-6086,4.5974475189445934e+18,none
TOI-3321,5.909085279371278e+18,none
TOI-5688 A,1.363205856494897e+18,none
WASP-135,4.5964816323398973e+18,none
KELT-12,4.608935250790855e+18,none
OGLE-TR-10,4.056443366649948e+18,"notes:
substellar companion
name ogle-tr 10b
,see
ogle-tr-10
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links (may"
TrES-3,4.6091315093187154e+18,"notes:
transiting planet, parent star is
gsc 03089-00929
,  see also
tres-3
in the
extrasolar planets encyclopaedia
.
by definition the acronym
tres
applies only to the planets, not to the host star. thus the use of tres-3b in several references is incorrect.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
: 
1
display criteria :
all
>=90%
stars
galaxies
radio
ir
<2 arcsec
#ref>50
the link on the acronym of the identifiers give access to the"
TrES-4,4.609062308806929e+18,"notes:
transiting planet, parent star is
gsc 02620-00648
,  see also
tres-4
in the
extrasolar planets encyclopaedia
.
by definition the acronym
tres
applies only to the planets, not to the host star. thus the use of tres-4b in several references is incorrect.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
: 
1
display criteria :
all
>=90%
stars
galaxies
radio
ir
<2 arcsec
#ref>50
the link on the acronym of the identifiers give access to the"
HATS-24,5.911182735242698e+18,none
OGLE-TR-56,4.056326681029057e+18,"notes:
substellar companion
name ogle-tr 56b
detected ($m=1.5m_j$),see
ogle-tr-56
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will"
HAT-P-63,4.47464433225044e+18,"notes:
hat-p-63 misidentified with
tic 1635721458
in
2021aj....162....7b
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links (may be more than one) from that o"
TOI-4438,4.606416269652179e+18,none
HAT-P-46,4.177560894633503e+18,"notes:
2 substellar companions detected:
hat-p-46b
and
hat-p-46c
; see also
hat-p-46
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you wi"
TOI-3331 A,4.0425481166441687e+18,none
HAT-P-31,4.58300481523965e+18,"notes:
substellar companion
hat-p-31b
detected, see also
hat-p-31
in the
extrasolar planets encyclopaedia
.
second but unconfirmed planet detected, see
hat-p-31
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this"
TOI-2134,4.610267648427698e+18,none
TOI-2134,4.610267648427698e+18,none
TOI-1184,2.1587813361349015e+18,none
TOI-2583 A,2.1157764513716416e+18,none
TOI-1691,2.303587361109316e+18,none
TOI-1117,6.436995652638923e+18,none
TOI-7510,6.652378156475401e+18,none
TOI-7510,6.652378156475401e+18,none
TOI-7510,6.652378156475401e+18,none
TOI-4443,4.529634417760145e+18,none
HAT-P-45,4.2705475207062753e+18,"notes:
substellar companion
hat-p-45b
detected, see also
hat-p-45
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links"
HAT-P-5,4.60603016927292e+18,"notes:
planet
hat-p-5b
discovered around this star, see
hat-p-5
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links ("
WASP-58,2.1152455547567636e+18,"notes:
substellar companion
wasp-58b
detected, see also
wasp-58
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links ("
HAT-P-57,4.4836408155700895e+18,none
TOI-1301,2.266490873877572e+18,none
TOI-4465,4.521842556801236e+18,none
TOI-2158,4.525545299652541e+18,none
ZTF J1828+2308,4.529477698683435e+18,none
TOI-2274,2.1103455124682012e+18,none
XO-7,2.303332931542914e+18,none
CoRoT-30,4.477300378701511e+18,none
CoRoT-36,4.4773403347662495e+18,none
TOI-1659,2.2965665670504369e+18,none
TOI-2180,2.1510787417861553e+18,none
CoRoT-27,4.284721191974346e+18,none
CoRoT-16,4.2561351609515566e+18,"notes:
substellar companion
corot-16b
detected, see also
corot-16
in the
extrasolar planets encyclopaedia
.
coordinates not yet provided by the authors.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by"
WASP-3,2.095108312831836e+18,"notes:
one substellar companion
wasp 3b
detected and a second one (wasp 3c) unconfirmed; see also
wasp-3
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using"
CoRoT-28,4.284680029006076e+18,none
CoRoT-17,4.255957040079936e+18,"notes:
substellar companion
corot-17b
detected, see also
corot-17
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links"
WASP-188,2.0959293688397312e+18,none
CoRoT-29,4.2850735811361306e+18,none
TOI-2169 A,4.5352995826878577e+18,none
WASP-153,2.1101063729874647e+18,none
TOI-4463 A,4.524517290642206e+18,none
