target,gaia_dr3_id,notes
Kepler-809,2.1309514641841876e+18,none
Kepler-92,2.1022246613261327e+18,none
Kepler-92,2.1022246613261327e+18,none
Kepler-92,2.1022246613261327e+18,none
K2-231,4.1841827377683113e+18,none
Kepler-750,2.1030783977437624e+18,none
Kepler-750,2.1030783977437624e+18,none
Kepler-1958,2.1022498126546972e+18,none
Kepler-682,2.1334760803191672e+18,none
Kepler-1287,2.127802188005356e+18,none
Kepler-1175,2.1277812285648837e+18,none
Kepler-1153,2.1273078888086707e+18,none
K2-129,6.769308026926348e+18,none
Kepler-1568,2.1279414136654287e+18,none
Kepler-1217,2.1331504187203128e+18,none
Kepler-1010,2.1028993147895245e+18,none
Kepler-1377,2.1277557336392369e+18,none
Kepler-347,2.132614922197437e+18,none
Kepler-347,2.132614922197437e+18,none
Kepler-347,2.132614922197437e+18,none
HATS-12,4.083840142695804e+18,none
Kepler-22,2.1279417572628065e+18,"notes:
substellar companion
kepler-22b
detected, see also
kepler-22
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all lin"
Kepler-1059,2.1022494003379077e+18,none
Kepler-63,2.1326284899962575e+18,"notes:
substellar companion
kepler-63b
detected, see also
kepler-63-
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all li"
Kepler-997,2.13270961333696e+18,none
Kepler-981,2.12791413203281e+18,none
Kepler-46,2.1027001313862164e+18,"notes:
2 substellar companions detected:
kepler-46b
and
kepler-46c
, and a third one but unconfirmed; see also
kepler-46
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets"
Kepler-46,2.1027001313862164e+18,"notes:
2 substellar companions detected:
kepler-46b
and
kepler-46c
, and a third one but unconfirmed; see also
kepler-46
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets"
Kepler-1512,2.127115783511206e+18,none
Kepler-1438,2.101422911191268e+18,none
Kepler-895,2.1332595108889316e+18,none
Kepler-1012,2.127749342727328e+18,none
HATS-69,6.445881974332226e+18,none
Kepler-1334,2.1332504055582387e+18,none
CoRoT-35,4.2130813092757294e+18,none
Kepler-687,2.1010008361654292e+18,none
KOI-1783,2.127790368255394e+18,"notes:
two unconfirmed planets detected, see
kic 10005758 b
and
kic 10005758 c
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obt"
KOI-1783,2.127790368255394e+18,"notes:
two unconfirmed planets detected, see
kic 10005758 b
and
kic 10005758 c
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obt"
Kepler-126,2.126918008858628e+18,none
Kepler-126,2.126918008858628e+18,none
Kepler-126,2.126918008858628e+18,none
Kepler-1022,2.1277888220671657e+18,none
Kepler-1082,2.133127363335546e+18,none
Kepler-1879,2.102232083029221e+18,none
Kepler-1582,2.1014492651110308e+18,none
Kepler-1291,2.1012491883537805e+18,none
Kepler-927,2.1014801888763085e+18,none
Kepler-373,2.133124511477266e+18,none
Kepler-373,2.133124511477266e+18,none
Kepler-1888,2.1022453759494008e+18,none
Kepler-681,2.1332490998881828e+18,none
HATS-11,6.771149120491233e+18,none
Kepler-1113,2.101006883479557e+18,none
Kepler-987,2.1276889383072143e+18,none
Kepler-629,2.1012480888421463e+18,none
Kepler-1446,2.1277773072542172e+18,none
Kepler-869,2.133140076439141e+18,none
Kepler-741,2.127728520725956e+18,none
Kepler-426,2.1326239931684623e+18,none
Kepler-1772,2.1010027259511864e+18,none
Kepler-1481,2.132652065075228e+18,none
Kepler-1204,2.1026488322961495e+18,none
Kepler-1081,2.1014760657077005e+18,none
WASP-123,6.756148659453907e+18,none
Kepler-1213,2.133138942567824e+18,none
Kepler-596,2.1332853837723292e+18,none
Kepler-909,2.127259505997244e+18,none
Kepler-705,2.1022449679319168e+18,none
Kepler-573,2.133242846415832e+18,none
Kepler-1359,2.1022471325954929e+18,none
Kepler-1962,2.101255751063997e+18,none
Kepler-1688,2.101475241074002e+18,none
Kepler-175,2.1028802107750464e+18,none
Kepler-175,2.1028802107750464e+18,none
Kepler-933,2.1028654360870776e+18,none
Kepler-1028,2.1326573908347507e+18,none
Kepler-250,2.126903680847794e+18,none
Kepler-250,2.126903680847794e+18,none
Kepler-250,2.126903680847794e+18,none
Kepler-856,2.1276982154366769e+18,none
Kepler-77,2.1269123051422085e+18,"notes:
substellar companion
kepler-77b
detected, see also
kepler-77
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all lin"
Kepler-970,2.1013792056043384e+18,none
Kepler-1447,2.133132276778226e+18,none
Kepler-1311,2.1028770153191048e+18,none
Kepler-1311,2.1028770153191048e+18,none
Kepler-1311,2.1028770153191048e+18,none
Kepler-509,2.1294950579548296e+18,none
Kepler-1471,2.1330359664310292e+18,none
Kepler-1471,2.1330359664310292e+18,none
Kepler-1896,2.1013515116546376e+18,none
Kepler-926,2.1013783122511772e+18,none
Kepler-1864,2.1014855489956603e+18,none
Kepler-1430,2.102816404740404e+18,none
Kepler-1504,2.133044040969964e+18,none
Kepler-902,2.1278327681715576e+18,none
Kepler-1687,2.133086887563879e+18,none
Kepler-1181,2.1010353677031447e+18,none
Kepler-1181,2.1010353677031447e+18,none
Kepler-444,2.10148692338524e+18,none
Kepler-444,2.10148692338524e+18,none
Kepler-444,2.10148692338524e+18,none
Kepler-444,2.10148692338524e+18,none
Kepler-444,2.10148692338524e+18,none
PH2,2.1393002621313797e+18,"notes:
substellar companion
kepler-86b
detected, see also
kepler-86
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all lin"
Kepler-635,2.101380545634324e+18,none
Kepler-1736,2.0513680566556836e+18,none
Kepler-154,2.1330226692122688e+18,none
Kepler-154,2.1330226692122688e+18,none
Kepler-154,2.1330226692122688e+18,none
Kepler-154,2.1330226692122688e+18,none
Kepler-154,2.1330226692122688e+18,none
Kepler-148,2.1278289886013893e+18,none
Kepler-148,2.1278289886013893e+18,none
Kepler-148,2.1278289886013893e+18,none
Kepler-1513,2.1009595013998856e+18,none
Kepler-1465,2.139286655674984e+18,none
Kepler-1925,2.1270633161920625e+18,none
Kepler-182,2.133080462292772e+18,none
Kepler-182,2.133080462292772e+18,none
Kepler-1466,2.126944603296783e+18,none
Kepler-325,2.1330218102188004e+18,none
Kepler-325,2.1330218102188004e+18,none
Kepler-325,2.1330218102188004e+18,none
Kepler-1979,2.0513684346128927e+18,none
Kepler-1522,2.139306790481711e+18,none
Kepler-386,2.1294928245718825e+18,none
Kepler-386,2.1294928245718825e+18,none
Kepler-877,2.127712955764258e+18,none
Kepler-341,2.102815683186036e+18,none
Kepler-341,2.102815683186036e+18,none
Kepler-341,2.102815683186036e+18,none
Kepler-341,2.102815683186036e+18,none
Kepler-976,2.1277219580160745e+18,none
Kepler-1529,2.1014108509238236e+18,none
Kepler-1613,2.102814721113341e+18,none
Kepler-537,2.1332637371368937e+18,none
Kepler-1264,2.1270656526538767e+18,none
Kepler-1501,2.101875497665518e+18,none
Kepler-928,2.1014733856483569e+18,none
Kepler-403,2.12781565702184e+18,none
Kepler-403,2.12781565702184e+18,none
Kepler-403,2.12781565702184e+18,none
Kepler-1032,2.1011467576745733e+18,none
Kepler-1297,2.1278367195425108e+18,none
Kepler-1811,2.1011484112422303e+18,none
Kepler-788,2.05287431886424e+18,none
Kepler-707,2.1018982051541832e+18,none
Kepler-1293,2.1294673640058688e+18,none
Kepler-207,2.1018987592089608e+18,none
Kepler-207,2.1018987592089608e+18,none
Kepler-207,2.1018987592089608e+18,none
Kepler-1144,2.1278636232171397e+18,none
Kepler-1891,2.1268920672564687e+18,none
Kepler-905,2.127811705651952e+18,none
Kepler-337,2.1278511162719828e+18,none
Kepler-337,2.1278511162719828e+18,none
Kepler-739,2.1277171820121047e+18,none
Kepler-401,2.133178765503484e+18,none
Kepler-401,2.133178765503484e+18,none
Kepler-401,2.133178765503484e+18,none
Kepler-1409,2.1332154617045207e+18,none
Kepler-887,2.1010930920632937e+18,none
Kepler-887,2.1010930920632937e+18,none
Kepler-677,2.133056376115838e+18,none
Kepler-1084,2.129464546506877e+18,none
Kepler-925,2.1011709512315569e+18,none
Kepler-278,2.0528819123666132e+18,none
Kepler-278,2.0528819123666132e+18,none
Kepler-562,2.1275188919627008e+18,none
Kepler-866,2.102794517586604e+18,none
Kepler-759,2.1017960923093545e+18,none
Kepler-985,2.1268780484831368e+18,none
Kepler-1609,2.1009939298591296e+18,none
Kepler-1506,2.1017975354184312e+18,none
Kepler-957,2.1295765592536855e+18,none
Kepler-973,2.130024026126715e+18,none
TOI-1452,2.264839957167921e+18,none
Kepler-1282,2.127812564645371e+18,none
Kepler-1693,2.1294171987874127e+18,none
Kepler-1693,2.1294171987874127e+18,none
Kepler-269,2.1018548818225288e+18,none
Kepler-269,2.1018548818225288e+18,none
Kepler-1913,2.1269976547315973e+18,none
Kepler-1163,2.130026255211752e+18,none
Kepler-336,2.101792175301394e+18,none
Kepler-336,2.101792175301394e+18,none
Kepler-336,2.101792175301394e+18,none
LHS 475,6.347643496607836e+18,none
Kepler-574,2.1393163081293555e+18,none
Kepler-1013,2.1268904179891128e+18,none
Kepler-722,2.1269852809247508e+18,none
Kepler-722,2.1269852809247508e+18,none
Kepler-1809,2.1011941096952863e+18,none
K2-130,4.0833826728297175e+18,none
Kepler-1205,2.1017986349301704e+18,none
Kepler-934,2.126835717285959e+18,none
Kepler-1749,2.127463224886292e+18,none
Kepler-156,2.0511054108162184e+18,none
Kepler-156,2.0511054108162184e+18,none
Kepler-645,2.1268655758976873e+18,none
Kepler-1670,2.1020450973348e+18,none
Kepler-643,2.1020389125813345e+18,none
Kepler-1777,2.0511045861825088e+18,none
Kepler-1727,2.0528801943798784e+18,none
Kepler-1166,2.133173542823321e+18,none
Kepler-425,2.101184111011462e+18,none
Kepler-498,2.1269842200732708e+18,none
Kepler-1318,2.1017755795455593e+18,none
Kepler-138,2.1020534467512827e+18,none
Kepler-138,2.1020534467512827e+18,none
Kepler-138,2.1020534467512827e+18,none
Kepler-109,2.1011759333930511e+18,none
Kepler-109,2.1011759333930511e+18,none
Kepler-716,2.1260739618863895e+18,none
Kepler-716,2.1260739618863895e+18,none
Kepler-1665,2.1017736897598917e+18,none
Kepler-1663,2.1295788269965033e+18,none
Kepler-914,2.127019915540964e+18,none
Kepler-24,2.0528235351710953e+18,"notes:
2 substellar companions detected:
kepler-24b
and
kepler-24c
, and 2 others unconfirmed; see also
kepler-24
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked,"
Kepler-24,2.0528235351710953e+18,"notes:
2 substellar companions detected:
kepler-24b
and
kepler-24c
, and 2 others unconfirmed; see also
kepler-24
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked,"
Kepler-24,2.0528235351710953e+18,"notes:
2 substellar companions detected:
kepler-24b
and
kepler-24c
, and 2 others unconfirmed; see also
kepler-24
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked,"
Kepler-24,2.0528235351710953e+18,"notes:
2 substellar companions detected:
kepler-24b
and
kepler-24c
, and 2 others unconfirmed; see also
kepler-24
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked,"
Kepler-19,2.0511069870632428e+18,"notes:
substellar companion
kepler-19b
detected, see also
kepler-19
in the
extrasolar planets encyclopaedia
. also a second planet detected, but unconfirmed.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
: 
1
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets"
Kepler-1152,2.1268703519013888e+18,none
Kepler-570,2.129531822874417e+18,none
Kepler-1928,2.0528272073648591e+18,none
Kepler-53,2.101188990094348e+18,"notes:
2 substellar companions detected:
kepler-53b
and
kepler-53c
; see also
kepler-53
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you"
Kepler-53,2.101188990094348e+18,"notes:
2 substellar companions detected:
kepler-53b
and
kepler-53c
; see also
kepler-53
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you"
Kepler-53,2.101188990094348e+18,"notes:
2 substellar companions detected:
kepler-53b
and
kepler-53c
; see also
kepler-53
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you"
Kepler-662,2.1293989881260728e+18,none
Kepler-646,2.12697057925713e+18,none
Kepler-1172,2.051103314872392e+18,none
Kepler-824,2.1010743316460544e+18,none
Kepler-833,2.1274612363207864e+18,none
Kepler-1055,2.1270202290798817e+18,none
Kepler-1762,2.1010833682572552e+18,none
Kepler-135,2.0528578605501012e+18,none
Kepler-135,2.0528578605501012e+18,none
Kepler-1951,2.101129032350252e+18,none
Kepler-761,2.12687066113907e+18,none
Kepler-265,2.101776885215761e+18,none
Kepler-265,2.101776885215761e+18,none
Kepler-265,2.101776885215761e+18,none
Kepler-265,2.101776885215761e+18,none
Kepler-161,2.1020469527603776e+18,none
Kepler-161,2.1020469527603776e+18,none
Kepler-556,2.0529124925342292e+18,none
Kepler-1141,2.12937e+18,none
Kepler-975,2.052826318309391e+18,none
Kepler-975,2.052826318309391e+18,none
Kepler-1743,2.1294077842187835e+18,none
Kepler-1525,2.1300330970974863e+18,none
Kepler-545,2.1011913265566505e+18,none
Kepler-1330,2.1010870447507704e+18,none
Kepler-428,2.1011861682962772e+18,none
Kepler-1564,2.127625956907154e+18,none
Kepler-897,2.139225048663856e+18,none
Kepler-1486,2.1274122736940628e+18,none
Kepler-915,2.127422890853328e+18,none
Kepler-1054,2.126979031752904e+18,none
Kepler-756,2.101594538086364e+18,none
Kepler-1977,2.0510277921658583e+18,none
TOI-2337,2.2396849478942676e+18,none
Kepler-391,2.1331961515312407e+18,none
Kepler-391,2.1331961515312407e+18,none
Kepler-540,2.1270086111870436e+18,none
Kepler-1225,2.1011235347921032e+18,none
Kepler-1473,2.129558760909448e+18,none
Kepler-1937,2.10156735953264e+18,none
Kepler-1882,2.1260780807617423e+18,none
Kepler-924,2.1011363853344376e+18,none
Kepler-198,2.0528529127478295e+18,none
Kepler-198,2.0528529127478295e+18,none
Kepler-198,2.0528529127478295e+18,none
Kepler-286,2.129503716608032e+18,none
Kepler-286,2.129503716608032e+18,none
Kepler-286,2.129503716608032e+18,none
Kepler-286,2.129503716608032e+18,none
Kepler-746,2.051034251798892e+18,none
Kepler-1290,2.1261107955266048e+18,none
Kepler-1352,2.1295279745834143e+18,none
Kepler-988,2.101938650863924e+18,none
Kepler-262,2.051030231707057e+18,none
Kepler-262,2.051030231707057e+18,none
Kepler-1936,2.1270075846957084e+18,none
Kepler-1989,2.1261198621951424e+18,none
Kepler-1245,2.1260577741506665e+18,none
Kepler-1245,2.1260577741506665e+18,none
Kepler-552,2.1295003837133647e+18,none
Kepler-497,2.0528654196928287e+18,none
Kepler-673,2.130040450081573e+18,none
HATS-9,4.0831596437692334e+18,none
Kepler-213,2.1270010563453696e+18,none
Kepler-213,2.1270010563453696e+18,none
Kepler-316,2.12621428705724e+18,none
Kepler-316,2.12621428705724e+18,none
Kepler-489,2.0526165864686707e+18,none
Kepler-619,2.12950323557176e+18,none
Kepler-619,2.12950323557176e+18,none
Kepler-619,2.12950323557176e+18,none
Kepler-849,2.129512821938786e+18,none
Kepler-1752,2.1362070954050148e+18,none
Kepler-1403,2.0529565417193564e+18,none
Kepler-684,2.0526436963027067e+18,none
Kepler-1833,2.1274027904059343e+18,none
Kepler-1931,2.126061214423631e+18,none
Kepler-773,2.0526032892498068e+18,none
Kepler-1903,2.1362064769297303e+18,none
Kepler-1909,2.1019448356169871e+18,none
Kepler-1120,2.101941434002832e+18,none
Kepler-1934,2.051019683267537e+18,none
Kepler-621,2.0530679359924948e+18,none
Kepler-287,2.1295093816681536e+18,none
Kepler-287,2.1295093816681536e+18,none
Kepler-224,2.1291617341330253e+18,none
Kepler-224,2.1291617341330253e+18,none
Kepler-224,2.1291617341330253e+18,none
Kepler-224,2.1291617341330253e+18,none
Kepler-400,2.10151000882616e+18,none
Kepler-400,2.10151000882616e+18,none
Kepler-1417,2.1015131398649997e+18,none
Kepler-1148,2.1274312746296433e+18,none
Kepler-1319,2.1299427653448724e+18,none
Kepler-845,2.1299393980904532e+18,none
Kepler-527,2.1291622838888663e+18,none
Kepler-1520,2.136216647412564e+18,"notes:
substellar companion
name kic 12557548b
detected, see also
kic 12557548
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obt"
Kepler-85,2.1273980831217649e+18,"notes:
2 substellar companions detected:
kepler-85b
and
kepler-85c
; see also
kepler-85
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you"
Kepler-85,2.1273980831217649e+18,"notes:
2 substellar companions detected:
kepler-85b
and
kepler-85c
; see also
kepler-85
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you"
Kepler-85,2.1273980831217649e+18,"notes:
2 substellar companions detected:
kepler-85b
and
kepler-85c
; see also
kepler-85
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you"
Kepler-85,2.1273980831217649e+18,"notes:
2 substellar companions detected:
kepler-85b
and
kepler-85c
; see also
kepler-85
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you"
Kepler-1515,2.1293115769523164e+18,none
Kepler-1069,2.129215369685086e+18,none
Kepler-916,2.1274525433078103e+18,none
Kepler-1302,2.1301361763122025e+18,none
Kepler-1424,2.1011174187589563e+18,none
Kepler-393,2.1273909706558776e+18,none
Kepler-393,2.1273909706558776e+18,none
Kepler-1356,2.1260129003323167e+18,none
Kepler-795,2.0526537293464271e+18,none
Kepler-820,2.0529687737865175e+18,none
Kepler-1744,2.1019559681722744e+18,none
Kepler-479,2.0525481075086008e+18,none
Kepler-1332,2.1261024117506007e+18,none
Kepler-774,2.052629162133191e+18,none
Kepler-68,2.1295504458529024e+18,"notes:
3 substellar companions detected:
kepler-68b
,
kepler-68c
and
kepler-68d
; see also
kepler-68
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using thi"
Kepler-68,2.1295504458529024e+18,"notes:
3 substellar companions detected:
kepler-68b
,
kepler-68c
and
kepler-68d
; see also
kepler-68
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using thi"
Kepler-1077,2.1019301640100529e+18,none
Kepler-1107,2.0529653378126444e+18,none
Kepler-607,2.1262485050586767e+18,none
Kepler-607,2.1262485050586767e+18,none
Kepler-1920,2.0529429009033004e+18,none
Kepler-783,2.129164173675032e+18,none
Kepler-783,2.129164173675032e+18,none
CoRoT-10,4.26375292112832e+18,"notes:
substellar companion
corot-10b
detected, see also
corot-10
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links"
Kepler-839,2.1273968805309504e+18,none
Kepler-502,2.126099078855696e+18,none
Kepler-891,2.1014938984114555e+18,none
Kepler-728,2.1266395575387927e+18,none
Kepler-1089,2.129928884010552e+18,none
Kepler-157,2.0529413890748465e+18,none
Kepler-157,2.0529413890748465e+18,none
Kepler-157,2.0529413890748465e+18,none
Kepler-122,2.0530706160521943e+18,none
Kepler-122,2.0530706160521943e+18,none
Kepler-122,2.0530706160521943e+18,none
Kepler-122,2.0530706160521943e+18,none
Kepler-122,2.0530706160521943e+18,none
Kepler-75,2.0502318488299443e+18,"notes:
substellar companion
kepler-75b
detected, see also
kepler-75
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all lin"
Kepler-1733,2.0525495849774292e+18,none
Kepler-1106,2.126198756455621e+18,none
KOI-142,2.1015073674290895e+18,"notes:
2 substellar companions detected:
kepler-88b
and
kepler-88c
; see also
kepler-88
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you"
Kepler-694,2.10149568511792e+18,none
Kepler-901,2.1015257498892083e+18,none
Kepler-240,2.1015210426050007e+18,none
Kepler-240,2.1015210426050007e+18,none
Kepler-620,2.136210874976312e+18,none
WASP-48,2.1417545782423716e+18,"notes:
substellar companion
wasp-48b
detected, see also
wasp-48
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you will obtain all links ("
Kepler-1901,2.1266484223517033e+18,none
Kepler-209,2.1019645581069747e+18,none
Kepler-209,2.1019645581069747e+18,none
Kepler-1435,2.126632994828732e+18,none
Kepler-191,2.1266487315893504e+18,none
Kepler-191,2.1266487315893504e+18,none
Kepler-191,2.1266487315893504e+18,none
Kepler-1324,2.0534544787459725e+18,none
Kepler-634,2.101507470508342e+18,none
Kepler-657,2.1291584355982108e+18,none
Kepler-1926,2.126202432947724e+18,none
Kepler-1704,2.136191736602006e+18,none
Kepler-1940,2.126645673572302e+18,none
Kepler-572,2.1301684057472192e+18,none
Kepler-1788,2.1274353634386376e+18,none
KOI-1257,2.1266331666274368e+18,none
Kepler-357,2.1261946676462336e+18,none
Kepler-357,2.1261946676462336e+18,none
Kepler-357,2.1261946676462336e+18,none
Kepler-1354,2.0525685859131072e+18,none
Kepler-36,2.1299314566911764e+18,"notes:
2 substellar companions detected:
kepler-36b
and
kepler-36c
; see also
kepler-36
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you"
Kepler-36,2.1299314566911764e+18,"notes:
2 substellar companions detected:
kepler-36b
and
kepler-36c
; see also
kepler-36
in the
extrasolar planets encyclopaedia
.
hierarchy :
number of linked objects
whatever the membership probability is
(see description
here
)
:
the count displayed here is the number of children objects.
the list obtained by clicking the button may be larger, as some children may
be linked with different references or probability.
%this number is the number of distinct objets linked, by using this button, you"
Kepler-1612,2.1274320992629724e+18,none
Kepler-1731,2.050239300586448e+18,none
Kepler-1442,2.1293575803411249e+18,none
Kepler-372,2.1299319420273487e+18,none
Kepler-372,2.1299319420273487e+18,none
Kepler-372,2.1299319420273487e+18,none
Kepler-1294,2.126234215705937e+18,none
Kepler-945,2.101737474597174e+18,none
Kepler-762,2.1291587104761492e+18,none
Kepler-1284,2.129192692257863e+18,none
Kepler-1184,2.129099474286578e+18,none
Kepler-273,2.129193070214982e+18,none
Kepler-273,2.129193070214982e+18,none
Kepler-1374,2.126643543268552e+18,none
Kepler-612,2.1266840190407724e+18,none
Kepler-261,2.0525286255367785e+18,none
Kepler-261,2.0525286255367785e+18,none
Kepler-323,2.052582432887909e+18,none
Kepler-323,2.052582432887909e+18,none
Kepler-100,2.1017332440462052e+18,none
Kepler-100,2.1017332440462052e+18,none
Kepler-100,2.1017332440462052e+18,none
Kepler-145,2.126237131982289e+18,none
Kepler-145,2.126237131982289e+18,none
Kepler-280,2.1017610797375647e+18,none
Kepler-280,2.1017610797375647e+18,none
Kepler-285,2.1292954278749376e+18,none
Kepler-285,2.1292954278749376e+18,none
Kepler-1295,2.1266806517863777e+18,none
Kepler-1600,2.0527545408191493e+18,none
Kepler-1600,2.0527545408191493e+18,none
Kepler-906,2.0534381278129032e+18,none
Kepler-1590,2.1292950499184568e+18,none
Kepler-405,2.0527269843086769e+18,none
Kepler-405,2.0527269843086769e+18,none
Kepler-93,2.0527471191156204e+18,none
Kepler-1053,2.0529733092722232e+18,none
Kepler-772,2.0525850442281073e+18,none
Kepler-1914,2.0527353680850964e+18,none
Kepler-775,2.1017111550374633e+18,none
Kepler-683,2.0525594805825956e+18,none
