target,n_rows_in_csv,n_valid_3d,n_inner_lt_30pc,n_outer_40_70pc,inner_density,outer_density,density_ratio,raw_score,adjusted_score,score_gap,score_retention,inner_weight,outer_weight,confidence_weight,score_status,central_concentration_10pc,peak_shell,peak_radius_mid_pc,monotonic_fraction,hollow_core_flag,anti_cluster_flag,n_0_10pc,density_0_10pc,n_10_20pc,density_10_20pc,n_20_30pc,density_20_30pc,n_30_40pc,density_30_40pc,n_40_50pc,density_40_50pc,n_50_60pc,density_50_60pc,n_60_70pc,density_60_70pc,csv_path,_norm,st_age,st_ageerr1,st_ageerr2,age,age_err,frac_err,no_age,bad_age,terrible_age,priority
K2-32,985,985,76,809,0.0006719875374991,0.000692238435276,0.9707457766790276,0.417082296653392,0.3640839357048748,0.0529983609485171,0.8729306868841753,0.8837209302325582,0.9877899877899878,0.8729306868841753,ok,0.9785274823778676,10_20,15.0,0.5,False,False,2,0.0004774648292756,26,0.0008867203972262,48,0.0006031134685587,100,0.0006452227422644,186,0.0007279381823383,276,0.0007240675432971,347,0.0006522846289711,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-32.csv,k2-32,,,,,,,True,False,False,True
TOI-2407,354,354,36,271,0.0003183098861837,0.0002318870407414,1.3726937269372692,0.4823625576148086,0.3640669280589566,0.118295629555852,0.7547578523905307,0.782608695652174,0.9644128113879004,0.7547578523905307,ok,1.3249475890985325,0_10,5.0,0.6666666666666666,False,False,2,0.0004774648292756,4,0.0001364185226501,30,0.0003769459178492,47,0.0003032546888642,83,0.0003248326297531,110,0.0002885776440677,78,0.000146623057809,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2407.csv,toi-2407,,,,,,,True,False,False,True
K2-153,754,754,52,627,0.0004597809467099,0.0005365061791323,0.85699096225412,0.4390639920791098,0.3624662581087582,0.0765977339703515,0.8255431204739961,0.8387096774193549,0.9843014128728416,0.8255431204739961,ok,0.8669410150891633,0_10,5.0,0.5,False,False,3,0.0007161972439135,14,0.0004774648292756,35,0.0004397702374907,75,0.0004839170566983,130,0.0005087739984085,215,0.000564038122496,282,0.0005300987474635,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-153.csv,k2-153,,,,,,,True,False,False,True
WASP-163,3533,3533,265,2902,0.002343114439964,0.0024831593809283,0.9436021134849528,0.3767343552158555,0.3617882382513104,0.0149461169645451,0.9603271728271728,0.9636363636363636,0.996565934065934,0.9603271728271728,ok,0.9490457409674056,50_60,55.0,0.3333333333333333,False,True,6,0.001432394487827,60,0.0020462778397529,199,0.0025004079217331,366,0.0023615152366878,655,0.0025634382227506,999,0.0026208096947604,1248,0.0023459689249451,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-163.csv,wasp-163,,,,,,,True,False,False,True
NGTS-4,443,443,32,339,0.0002829421210522,0.000290072718861,0.975417895771878,0.4883922124588119,0.3614462219097551,0.1269459905490567,0.7400736799017601,0.7619047619047619,0.97134670487106,0.7400736799017601,ok,0.9112372713345948,0_10,5.0,0.8333333333333334,False,False,3,0.0007161972439135,10,0.0003410463066254,19,0.0002387324146378,72,0.0004645603744303,87,0.0003404872143195,106,0.0002780839115561,146,0.0002744482876938,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\NGTS-4.csv,ngts-4,,,,,,,True,False,False,True
HAT-P-13,1265,1265,91,1025,0.0008046166567423,0.0008770635304795,0.9173983739837398,0.4041522318800106,0.3606189259923278,0.0435333058876827,0.8922848806619792,0.900990099009901,0.9903381642512076,0.8922848806619792,ok,0.9071865732853808,30_40,35.0,0.5,False,False,4,0.0009549296585513,18,0.0006138833519258,69,0.0008669756110532,149,0.000961381885974,214,0.0008375202743032,360,0.0009444359260398,451,0.0008477820393832,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-13.csv,hat-p-13,,,,,,,True,False,False,True
TOI-1346,971,971,65,812,0.0005747261833873,0.0006948054504871,0.8271756978653529,0.4195058670564321,0.3591487374410135,0.0603571296154185,0.8561232765612327,0.8666666666666667,0.9878345498783456,0.8561232765612328,ok,0.839669691766822,50_60,55.0,0.6666666666666666,False,False,3,0.0007161972439135,20,0.0006820926132509,42,0.0005277242849889,94,0.0006065093777285,152,0.0005948742135238,300,0.0007870299383665,360,0.0006767218052726,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1346.csv,toi-1346,,,,,,,True,False,False,True
TOI-1346,971,971,65,812,0.0005747261833873,0.0006948054504871,0.8271756978653529,0.4195058670564321,0.3591487374410135,0.0603571296154185,0.8561232765612327,0.8666666666666667,0.9878345498783456,0.8561232765612328,ok,0.839669691766822,50_60,55.0,0.6666666666666666,False,False,3,0.0007161972439135,20,0.0006820926132509,42,0.0005277242849889,94,0.0006065093777285,152,0.0005948742135238,300,0.0007870299383665,360,0.0006767218052726,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1346.csv,toi-1346,,,,,,,True,False,False,True
WASP-20,1075,1075,42,402,0.000371361533881,0.0003439800382953,1.079601990049751,0.4550991229232919,0.3586582146861866,0.0964409082371053,0.7880881254667663,0.8076923076923077,0.9757281553398058,0.7880881254667663,ok,1.097222222222222,0_10,5.0,0.5,False,False,2,0.0004774648292756,7,0.0002387324146378,33,0.0004146405096341,46,0.0002968024614416,104,0.0004070191987268,121,0.0003174354084744,177,0.000332721554259,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-20.csv,wasp-20,,,,,,,True,False,False,True
K2-365,3344,3344,297,2456,0.0026260565610162,0.0021015297862026,1.2495928338762212,0.3717010924962162,0.3581353591934346,0.0135657333027816,0.9635036496350364,0.96742671009772,0.9959448499594484,0.9635036496350364,ok,1.1407942238267148,30_40,35.0,0.5,True,False,6,0.001432394487827,62,0.002114487101078,229,0.0028773538395824,591,0.0038132664067828,919,0.003596640804134,753,0.0019754451452999,784,0.0014737497092603,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-365.csv,k2-365,,,,,,,True,False,False,True
K2-83,1659,1659,66,638,0.0005835681246702,0.0005459185682399,1.0689655172413794,0.4175552896394345,0.3570179121210467,0.0605373775183877,0.855019493177388,0.868421052631579,0.984567901234568,0.855019493177388,ok,1.0833722923484497,10_20,15.0,0.3333333333333333,True,False,1,0.0002387324146378,21,0.0007161972439135,44,0.0005528540128455,75,0.0004839170566983,133,0.0005205149368333,201,0.0005273100587055,304,0.0005714539688968,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-83.csv,k2-83,,,,,,,True,False,False,True
K2-83,1659,1659,66,638,0.0005835681246702,0.0005459185682399,1.0689655172413794,0.4175552896394345,0.3570179121210467,0.0605373775183877,0.855019493177388,0.868421052631579,0.984567901234568,0.855019493177388,ok,1.0833722923484497,10_20,15.0,0.3333333333333333,True,False,1,0.0002387324146378,21,0.0007161972439135,44,0.0005528540128455,75,0.0004839170566983,133,0.0005205149368333,201,0.0005273100587055,304,0.0005714539688968,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-83.csv,k2-83,,,,,,,True,False,False,True
TOI-4860,311,311,38,206,0.0003359937687495,0.0001762683778329,1.906148867313916,0.4728546305770447,0.3570125432250295,0.1158420873520152,0.7550154320987654,0.7916666666666666,0.9537037037037036,0.7550154320987654,ok,1.629086962420296,10_20,15.0,0.6666666666666666,False,False,1,0.0002387324146378,13,0.0004433601986131,24,0.0003015567342793,67,0.0004322992373171,96,0.0003757100295939,110,0.0002885776440677,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-4860.csv,toi-4860,,,,,,,True,False,False,True
K2-338,1017,1017,63,859,0.0005570423008216,0.0007350220221286,0.7578579743888242,0.4174948678758758,0.3561576014760907,0.061337266399785,0.853082585872598,0.863013698630137,0.9884925201380896,0.853082585872598,ok,0.7728860936408107,10_20,15.0,0.1666666666666666,False,False,3,0.0007161972439135,24,0.0008185111359011,36,0.000452335101419,95,0.0006129616051512,168,0.0006574925517894,273,0.0007161972439135,418,0.0007857492072332,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-338.csv,k2-338,,,,,,,True,False,False,True
HAT-P-30,267,267,29,211,0.0002564162972036,0.0001805467365182,1.4202211690363349,0.5011883035523547,0.3558152023943448,0.1453731011580098,0.709943148857176,0.7435897435897436,0.9547511312217196,0.709943148857176,ok,1.4260815437286023,20_30,25.0,0.6666666666666666,False,False,1,0.0002387324146378,5,0.0001705231533127,23,0.000288991870351,27,0.0001742101404113,42,0.0001643731379473,52,0.0001364185226501,117,0.0002199345867136,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-30.csv,hat-p-30,,,,,,,True,False,False,True
K2-216,1275,1275,63,707,0.0005570423008216,0.0006049599180966,0.9207920792079208,0.4178747017225941,0.3556018625824127,0.0622728391401813,0.8509772453716972,0.863013698630137,0.9860529986052998,0.8509772453716972,ok,0.9309764309764308,10_20,15.0,0.5,False,False,2,0.0004774648292756,22,0.000750301874576,39,0.0004900296932039,85,0.0005484393309247,165,0.0006457516133646,242,0.0006348708169489,300,0.0005639348377271,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-216.csv,k2-216,,,,,,,True,False,False,True
WASP-161,2749,2749,179,2264,0.001582707489636,0.0019372408126884,0.8169905771495877,0.3763978648426148,0.3549149881910037,0.0214828766516111,0.9429250836462798,0.9470899470899472,0.9956024626209324,0.9429250836462798,ok,0.8151606859778066,60_70,65.0,0.5,False,False,7,0.0016711269024649,39,0.0013300805958394,133,0.0016711269024649,306,0.0019743815913291,481,0.0018824637941115,716,0.001878378119568,1067,0.0020057282395163,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-161.csv,wasp-161,,,,,,,True,False,False,True
K2-124,859,859,66,711,0.0005835681246702,0.0006083826050448,0.959212376933896,0.4134145356090981,0.354038442550415,0.0593760930586831,0.8563763778377984,0.868421052631579,0.986130374479889,0.8563763778377984,ok,0.974078744570548,60_70,65.0,0.1666666666666666,False,True,2,0.0004774648292756,16,0.0005456740906007,48,0.0006031134685587,82,0.0005290826486568,139,0.0005439968136829,214,0.0005614146893681,358,0.0006729622396877,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-124.csv,k2-124,,,,,,,True,False,False,True
XO-5,798,798,56,635,0.0004951487118414,0.0005433515530287,0.9112860892388452,0.4237554067453476,0.3539756228297994,0.0697797839155481,0.8353300446323703,0.8484848484848485,0.9844961240310076,0.8353300446323703,ok,0.8832983927323552,0_10,5.0,0.8333333333333334,False,False,3,0.0007161972439135,17,0.0005797787212633,36,0.000452335101419,107,0.0006903883342229,168,0.0006574925517894,204,0.0005351803580892,263,0.0004943828744075,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\XO-5.csv,xo-5,,,,,,,True,False,False,True
WASP-105,451,451,22,185,0.0001945227082234,0.0001582992713548,1.2288288288288287,0.5414635615528388,0.3531661371025728,0.188297424450266,0.6522435897435898,0.6875,0.9487179487179488,0.6522435897435898,ok,1.2145352900069883,10_20,15.0,0.3333333333333333,False,False,1,0.0002387324146378,11,0.000375150937288,10,0.000125648639283,27,0.0001742101404113,33,0.0001291503226729,50,0.0001311716563944,102,0.0001917378448272,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-105.csv,wasp-105,,,,,,,True,False,False,True
TOI-1883,594,594,42,502,0.000371361533881,0.0004295472120007,0.8645418326693225,0.4440170333232485,0.3516246668640089,0.0923923664592396,0.7919170673076924,0.8076923076923077,0.98046875,0.7919170673076923,ok,0.8904991948470208,10_20,15.0,0.5,False,False,2,0.0004774648292756,14,0.0004774648292756,26,0.0003266864621359,50,0.0003226113711322,101,0.000395278260302,179,0.000469594529892,222,0.0004173117799181,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1883.csv,toi-1883,,,,,,,True,False,False,True
K2-371,942,942,65,787,0.0005747261833873,0.0006734136570608,0.8534519271495128,0.4105545013540593,0.3513494858513912,0.0592050155026681,0.855792555416144,0.8666666666666667,0.9874529485570892,0.855792555416144,ok,0.8674352802060897,0_10,5.0,0.5,False,False,3,0.0007161972439135,15,0.0005115694599382,47,0.0005905486046304,90,0.0005807004680379,180,0.0007044563054887,248,0.0006506114157163,359,0.0006748420224802,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-371.csv,k2-371,,,,,,,True,False,False,True
TOI-1798,1154,1154,98,930,0.0008665102457225,0.0007957747154594,1.0888888888888888,0.3908622191213697,0.3508981742584873,0.0399640448628823,0.8977541371158393,0.9074074074074074,0.9893617021276596,0.8977541371158393,ok,1.0861391694725029,50_60,55.0,0.6666666666666666,True,False,1,0.0002387324146378,28,0.0009549296585513,69,0.0008669756110532,126,0.0008129806552531,176,0.0006888017209223,393,0.0010310092192601,361,0.000678601588065,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1798.csv,toi-1798,,,,,,,True,False,False,True
TOI-1798,1154,1154,98,930,0.0008665102457225,0.0007957747154594,1.0888888888888888,0.3908622191213697,0.3508981742584873,0.0399640448628823,0.8977541371158393,0.9074074074074074,0.9893617021276596,0.8977541371158393,ok,1.0861391694725029,50_60,55.0,0.6666666666666666,True,False,1,0.0002387324146378,28,0.0009549296585513,69,0.0008669756110532,126,0.0008129806552531,176,0.0006888017209223,393,0.0010310092192601,361,0.000678601588065,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1798.csv,toi-1798,,,,,,,True,False,False,True
K2-403,803,803,56,660,0.0004951487118414,0.0005647433464551,0.8767676767676769,0.4193217073495466,0.3504778449488747,0.0688438624006718,0.835820895522388,0.8484848484848485,0.9850746268656716,0.835820895522388,ok,0.8773860875601172,10_20,15.0,0.3333333333333333,False,False,2,0.0004774648292756,21,0.0007161972439135,33,0.0004146405096341,87,0.00056134378577,133,0.0005205149368333,208,0.0005456740906007,319,0.0005996507107832,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-403.csv,k2-403,,,,,,,True,False,False,True
K2-36,609,609,40,505,0.0003536776513153,0.0004321142272118,0.8184818481848184,0.4448668978751264,0.3489829645467011,0.0958839333284253,0.7844660194174757,0.8,0.9805825242718448,0.7844660194174757,ok,0.8227559721408579,10_20,15.0,0.3333333333333333,False,False,2,0.0004774648292756,19,0.0006479879825884,19,0.0002387324146378,64,0.0004129425550492,112,0.0004383283678596,151,0.0003961384023111,242,0.0004549074357665,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-36.csv,k2-36,,,,,,,True,False,False,True
K2-36,609,609,40,505,0.0003536776513153,0.0004321142272118,0.8184818481848184,0.4448668978751264,0.3489829645467011,0.0958839333284253,0.7844660194174757,0.8,0.9805825242718448,0.7844660194174757,ok,0.8227559721408579,10_20,15.0,0.3333333333333333,False,False,2,0.0004774648292756,19,0.0006479879825884,19,0.0002387324146378,64,0.0004129425550492,112,0.0004383283678596,151,0.0003961384023111,242,0.0004549074357665,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-36.csv,k2-36,,,,,,,True,False,False,True
Kepler-1782,713,713,57,577,0.0005039906531243,0.0004937225922796,1.020797227036395,0.4137072700979991,0.3459640063630678,0.0677432637349313,0.8362531465330926,0.8507462686567164,0.9829642248722316,0.8362531465330927,ok,1.0169376693766936,20_30,25.0,0.5,False,False,2,0.0004774648292756,11,0.000375150937288,44,0.0005528540128455,79,0.0005097259663889,138,0.0005400831675413,157,0.0004118790010784,282,0.0005300987474635,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\Kepler-1782.csv,kepler-1782,,,,,,,True,False,False,True
TOI-3082,594,594,44,496,0.0003890454164468,0.0004244131815783,0.9166666666666666,0.432147712369175,0.3451614578665231,0.0869862545026519,0.7987117552334944,0.8148148148148148,0.9802371541501976,0.7987117552334944,ok,0.9362962962962964,0_10,5.0,0.5,False,False,2,0.0004774648292756,11,0.000375150937288,31,0.0003895107817775,54,0.0003484202808227,115,0.0004500693062844,158,0.0004145024342063,223,0.0004191915627105,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-3082.csv,toi-3082,,,,,,,True,False,False,True
TOI-1180,192,192,30,105,0.0002652582384864,8.984553239058609e-05,2.952380952380953,0.5039659053092247,0.3451070873313169,0.1588588179779078,0.6847826086956521,0.75,0.9130434782608696,0.6847826086956521,ok,2.167352537722908,30_40,35.0,0.6666666666666666,False,False,1,0.0002387324146378,8,0.0002728370453003,21,0.0002638621424944,57,0.0003677769630907,93,0.0003639690911691,12,3.148119753466062e-05,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1180.csv,toi-1180,,,,,,,True,False,False,True
WASP-87,2745,2745,137,2364,0.0012113459557549,0.0020228079863937,0.5988437676254935,0.3702572100652333,0.3436161079191439,0.0266411021460894,0.9280470402145694,0.9319727891156464,0.995787700084246,0.9280470402145694,ok,0.614803453760509,60_70,65.0,0.3333333333333333,False,True,8,0.0019098593171027,40,0.0013641852265019,89,0.0011182728896193,244,0.0015743434911252,460,0.0018002772251378,695,0.0018232860238824,1209,0.0022726573960405,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-87.csv,wasp-87,,,,,,,True,False,False,True
TOI-1301,669,669,65,508,0.0005747261833873,0.000434681242423,1.3221784776902883,0.4026138387218591,0.3421958546871503,0.0604179840347088,0.84993564993565,0.8666666666666667,0.9806949806949808,0.84993564993565,ok,1.259504537650233,30_40,35.0,0.3333333333333333,True,False,1,0.0002387324146378,15,0.0005115694599382,49,0.000615678332487,96,0.0006194138325738,138,0.0005400831675413,231,0.0006060130525422,139,0.0002612898081469,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1301.csv,toi-1301,,,,,,,True,False,False,True
EPIC_201238110,1542,1542,120,1264,0.0010610329539459,0.0010815690756352,0.981012658227848,0.372792448716254,0.3414150381673796,0.0313774105488743,0.9158314213259268,0.9230769230769232,0.9921507064364208,0.9158314213259268,ok,0.9876543209876544,10_20,15.0,0.3333333333333333,True,False,1,0.0002387324146378,39,0.0013300805958394,80,0.0010051891142646,158,0.0010194519327778,315,0.0012327985346052,396,0.0010388795186438,553,0.0010395198842104,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\EPIC_201238110.csv,epic 201238110,,,,,,,True,False,False,True
K2-105,1190,1190,88,991,0.0007780908328937,0.0008479706914197,0.917591658257652,0.3839838218468495,0.3413572257907404,0.0426265960561091,0.8889885624579501,0.8979591836734694,0.99000999000999,0.8889885624579502,ok,0.9345970289708948,50_60,55.0,0.3333333333333333,False,True,2,0.0004774648292756,22,0.000750301874576,64,0.0008041512914116,111,0.0007161972439135,210,0.0008218656897368,341,0.0008945906966099,440,0.0008271044286665,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-105.csv,k2-105,,,,,,,True,False,False,True
XO-1,1557,1557,124,1232,0.0010964007190775,0.0010541875800495,1.04004329004329,0.3705740303815544,0.3401582274216436,0.0304158029599108,0.9179224649698368,0.9253731343283582,0.9919484702093396,0.9179224649698368,ok,1.0127419813393297,30_40,35.0,0.3333333333333333,True,False,2,0.0004774648292756,30,0.0010231389198764,92,0.0011559674814042,201,0.0012968977119515,300,0.0011740938424811,389,0.0010205154867485,543,0.0010207220562862,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\XO-1.csv,xo-1,,,,,,,True,False,False,True
TOI-7510,511,511,41,429,0.0003625195925982,0.0003670831751958,0.9875679875679874,0.4322310768367541,0.3395646259538912,0.0926664508828629,0.7856090044218144,0.803921568627451,0.9772209567198178,0.7856090044218144,ok,1.0209613869188336,10_20,15.0,0.5,False,False,1,0.0002387324146378,13,0.0004433601986131,27,0.0003392513260643,41,0.0002645413243284,87,0.0003404872143195,126,0.0003305525741139,216,0.0004060330831635,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-7510.csv,toi-7510,,,,,,,True,False,False,True
TOI-7510,511,511,41,429,0.0003625195925982,0.0003670831751958,0.9875679875679874,0.4322310768367541,0.3395646259538912,0.0926664508828629,0.7856090044218144,0.803921568627451,0.9772209567198178,0.7856090044218144,ok,1.0209613869188336,10_20,15.0,0.5,False,False,1,0.0002387324146378,13,0.0004433601986131,27,0.0003392513260643,41,0.0002645413243284,87,0.0003404872143195,126,0.0003305525741139,216,0.0004060330831635,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-7510.csv,toi-7510,,,,,,,True,False,False,True
TOI-7510,511,511,41,429,0.0003625195925982,0.0003670831751958,0.9875679875679874,0.4322310768367541,0.3395646259538912,0.0926664508828629,0.7856090044218144,0.803921568627451,0.9772209567198178,0.7856090044218144,ok,1.0209613869188336,10_20,15.0,0.5,False,False,1,0.0002387324146378,13,0.0004433601986131,27,0.0003392513260643,41,0.0002645413243284,87,0.0003404872143195,126,0.0003305525741139,216,0.0004060330831635,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-7510.csv,toi-7510,,,,,,,True,False,False,True
K2-255,1255,1255,82,1041,0.0007250391851964,0.0008907542782723,0.8139609349983989,0.3838649390562317,0.338885108672052,0.0449798303841797,0.8828238116907293,0.8913043478260869,0.9904852521408184,0.8828238116907293,ok,0.818161725237599,0_10,5.0,0.5,False,False,4,0.0009549296585513,13,0.0004433601986131,65,0.0008167161553399,132,0.000851694019789,241,0.0009431887201265,345,0.0009050844291214,455,0.0008553011705529,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-255.csv,k2-255,,,,,,,True,False,False,True
K2-353,413,413,32,341,0.0002829421210522,0.0002917840623351,0.9696969696969696,0.4577024316700042,0.3387904581727775,0.1189119734972267,0.7401980735314069,0.7619047619047619,0.9715099715099716,0.7401980735314069,ok,0.9829882375814132,0_10,5.0,0.5,False,False,2,0.0004774648292756,5,0.0001705231533127,25,0.0003141215982076,40,0.0002580890969057,76,0.0002974371067619,116,0.000304318242835,149,0.0002800876360711,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-353.csv,k2-353,,,,,,,True,False,False,True
HAT-P-27,1397,1397,104,1133,0.0009195618934198,0.0009694760780812,0.9485142689026184,0.3742991170108816,0.3384784082794292,0.0358207087314523,0.904299243296342,0.912280701754386,0.9912510936132984,0.9042992432963424,ok,0.9413651857580704,30_40,35.0,0.5,True,False,2,0.0004774648292756,28,0.0009549296585513,74,0.0009297999306947,160,0.0010323563876231,246,0.0009627569508345,385,0.001010021754237,502,0.0009436509617968,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-27.csv,hat-p-27,,,,,,,True,False,False,True
WASP-117,1508,1508,48,607,0.0004244131815783,0.0005193927443912,0.8171334431630971,0.413335697537149,0.3365268228760513,0.0768088746610976,0.814173140334209,0.8275862068965517,0.9837925445705024,0.814173140334209,ok,0.8153523625221739,0_10,5.0,0.5,False,False,3,0.0007161972439135,9,0.0003069416759629,36,0.000452335101419,82,0.0005290826486568,131,0.0005126876445501,212,0.0005561678231123,264,0.0004962626571999,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-117.csv,wasp-117,,,,,,,True,False,False,True
K2-266,331,331,42,220,0.000371361533881,0.0001882477821517,1.9727272727272724,0.4344774404968645,0.3356665175745007,0.0988109229223638,0.7725752508361204,0.8076923076923077,0.9565217391304348,0.7725752508361204,ok,1.700884275278739,40_50,45.0,0.3333333333333333,False,False,1,0.0002387324146378,8,0.0002728370453003,33,0.0004146405096341,69,0.0004452036921624,142,0.0005557377521077,78,0.0002046277839752,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-266.csv,k2-266,,,,,,,True,False,False,True
K2-266,331,331,42,220,0.000371361533881,0.0001882477821517,1.9727272727272724,0.4344774404968645,0.3356665175745007,0.0988109229223638,0.7725752508361204,0.8076923076923077,0.9565217391304348,0.7725752508361204,ok,1.700884275278739,40_50,45.0,0.3333333333333333,False,False,1,0.0002387324146378,8,0.0002728370453003,33,0.0004146405096341,69,0.0004452036921624,142,0.0005557377521077,78,0.0002046277839752,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-266.csv,k2-266,,,,,,,True,False,False,True
K2-266,331,331,42,220,0.000371361533881,0.0001882477821517,1.9727272727272724,0.4344774404968645,0.3356665175745007,0.0988109229223638,0.7725752508361204,0.8076923076923077,0.9565217391304348,0.7725752508361204,ok,1.700884275278739,40_50,45.0,0.3333333333333333,False,False,1,0.0002387324146378,8,0.0002728370453003,33,0.0004146405096341,69,0.0004452036921624,142,0.0005557377521077,78,0.0002046277839752,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-266.csv,k2-266,,,,,,,True,False,False,True
K2-266,331,331,42,220,0.000371361533881,0.0001882477821517,1.9727272727272724,0.4344774404968645,0.3356665175745007,0.0988109229223638,0.7725752508361204,0.8076923076923077,0.9565217391304348,0.7725752508361204,ok,1.700884275278739,40_50,45.0,0.3333333333333333,False,False,1,0.0002387324146378,8,0.0002728370453003,33,0.0004146405096341,69,0.0004452036921624,142,0.0005557377521077,78,0.0002046277839752,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-266.csv,k2-266,,,,,,,True,False,False,True
WASP-16,359,359,29,291,0.0002564162972036,0.0002490004754824,1.029782359679267,0.4660752439566915,0.335054858484583,0.1310203854721084,0.7188857653973934,0.7435897435897436,0.9667774086378738,0.7188857653973934,ok,1.0285072951739618,0_10,5.0,0.6666666666666666,False,False,2,0.0004774648292756,3,0.0001023138919876,24,0.0003015567342793,39,0.0002516368694831,69,0.0002700415837706,95,0.0002492261471493,127,0.0002387324146378,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-16.csv,wasp-16,,,,,,,True,False,False,True
