target,n_rows_in_csv,n_valid_3d,n_inner_lt_30pc,n_outer_40_70pc,inner_density,outer_density,density_ratio,raw_score,adjusted_score,score_gap,score_retention,inner_weight,outer_weight,confidence_weight,score_status,central_concentration_10pc,peak_shell,peak_radius_mid_pc,monotonic_fraction,hollow_core_flag,anti_cluster_flag,n_0_10pc,density_0_10pc,n_10_20pc,density_10_20pc,n_20_30pc,density_20_30pc,n_30_40pc,density_30_40pc,n_40_50pc,density_40_50pc,n_50_60pc,density_50_60pc,n_60_70pc,density_60_70pc,csv_path,_norm,st_age,st_ageerr1,st_ageerr2,age,age_err,frac_err,no_age,bad_age,terrible_age,priority
K2-122,912,912,215,457,0.0019010173758198,0.0003910419838333,4.861415025528811,0.6606134954415493,0.6177357030179342,0.0428777924236151,0.9350939804901264,0.9555555555555556,0.9785867237687366,0.9350939804901262,ok,3.610181199851215,0_10,5.0,0.6666666666666666,False,False,11,0.0026260565610162,54,0.0018416500557776,150,0.0018847295892461,240,0.0015485345814346,400,0.0015654584566415,57,0.0001495356882896,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-122.csv,k2-122,,,,,,,True,False,False,True
TOI-1696,606,606,172,198,0.0015208139006558,0.0001694230039365,8.976430976430976,0.6862695911420443,0.6173815827328154,0.0688880084092289,0.8996196111580727,0.945054945054945,0.9519230769230768,0.8996196111580727,ok,4.638334186721284,0_10,5.0,0.8333333333333334,False,False,8,0.0019098593171027,49,0.0016711269024649,115,0.0014449593517553,236,0.001522725671744,198,0.0007749019360375,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1696.csv,toi-1696,,,,,,,True,False,False,True
TOI-1799,361,361,117,82,0.0010345071300973,7.016508243836247e-05,14.743902439024392,0.67166751688702,0.5515215813945625,0.1201459354924574,0.8211229031153713,0.9212598425196852,0.8913043478260869,0.8211229031153714,ok,5.612021857923498,20_30,25.0,0.6666666666666666,False,False,3,0.0007161972439135,30,0.0010231389198764,84,0.0010554485699778,162,0.0010452608424683,82,0.0003209189836115,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1799.csv,toi-1799,,,,,,,True,False,False,True
K2-240,1501,1501,294,815,0.0025995307371676,0.0006973724656983,3.7276073619631904,0.5747529435855488,0.5491090622509305,0.0256438813346183,0.9553827751196172,0.9671052631578948,0.987878787878788,0.9553827751196172,ok,2.8507778698333794,10_20,15.0,0.6666666666666666,False,False,9,0.0021485917317405,82,0.002796579714329,203,0.0025506673774464,392,0.0025292731496766,681,0.0026651930224323,134,0.000351540039137,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-240.csv,k2-240,,,,,,,True,False,False,True
K2-240,1501,1501,294,815,0.0025995307371676,0.0006973724656983,3.7276073619631904,0.5747529435855488,0.5491090622509305,0.0256438813346183,0.9553827751196172,0.9671052631578948,0.987878787878788,0.9553827751196172,ok,2.8507778698333794,10_20,15.0,0.6666666666666666,False,False,9,0.0021485917317405,82,0.002796579714329,203,0.0025506673774464,392,0.0025292731496766,681,0.0026651930224323,134,0.000351540039137,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-240.csv,k2-240,,,,,,,True,False,False,True
TOI-128,372,372,81,172,0.0007161972439135,0.0001471755387731,4.866279069767441,0.6415828316685023,0.5397012444635656,0.1018815872049366,0.8412027532906654,0.8901098901098901,0.945054945054945,0.8412027532906653,ok,3.2577319587628866,0_10,5.0,0.6666666666666666,False,False,5,0.0011936620731892,20,0.0006820926132509,56,0.0007036323799852,119,0.0007678150632946,172,0.0006731471363558,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-128.csv,toi-128,,,,,,,True,False,False,True
TOI-5319,425,425,129,81,0.0011406104254919,6.930941070130928e-05,16.456790123456788,0.6504826688566248,0.5373463045998002,0.1131363642568246,0.8260732073681714,0.9280575539568344,0.8901098901098901,0.8260732073681714,ok,5.1006006006006,30_40,35.0,0.5,False,False,4,0.0009549296585513,30,0.0010231389198764,95,0.0011936620731892,215,0.0013872288958685,81,0.0003170053374699,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-5319.csv,toi-5319,,,,,,,True,False,False,True
K2-257,596,596,143,234,0.0012643976034522,0.0002002271864704,6.314814814814814,0.5943572756647971,0.5327435754391793,0.0616137002256178,0.8963355834136933,0.934640522875817,0.9590163934426228,0.8963355834136933,ok,3.6945466437740166,30_40,35.0,0.5,False,False,4,0.0009549296585513,33,0.0011254528118641,106,0.0013318755764005,219,0.0014130378055591,234,0.0009157931971353,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-257.csv,k2-257,,,,,,,True,False,False,True
HD_80606,268,268,68,102,0.000601252007236,8.72785171794265e-05,6.888888888888888,0.6687175107071631,0.5309323093251926,0.1377852013819704,0.7939560439560439,0.8717948717948718,0.9107142857142856,0.7939560439560439,ok,3.9792592592592593,0_10,5.0,0.6666666666666666,False,False,4,0.0009549296585513,15,0.0005115694599382,49,0.000615678332487,98,0.0006323182874191,102,0.0003991919064436,0,0.0,0,0.0,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HD_80606.csv,hd 80606,,,,,,,True,False,False,True
K2-343,941,941,98,737,0.0008665102457225,0.0006306300702082,1.374038896426956,0.5909853332352604,0.5290855604919668,0.0618997727432936,0.8952600525559025,0.9074074074074074,0.9866131191432396,0.8952600525559026,ok,1.3605729098018542,0_10,5.0,0.6666666666666666,False,False,9,0.0021485917317405,21,0.0007161972439135,68,0.0008544107471249,106,0.0006839361068003,156,0.0006105287980902,252,0.0006611051482278,329,0.0006184485387074,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-343.csv,k2-343,,,,,,,True,False,False,True
