Catalog,Type,GaiaDR3,RA,DEC,Gmag,Bp-Rp,Voff(km/s),Sep(deg),3D(pc),Vr(pred),Vr(obs),Vrerr,Plx(mas),SpT,FnuvJ,W1-W3,RUWE,XCrate,RVsrc,PMRApred,PMDecpred,PMRA,PMRAerr,PMDec,PMDecerr
Gaia,DR3,3799841752426128896,176.1233007,3.2723797,13.953,1.227,0.0,0.0,0.0,8.21,8.21,3.82,3.143,,,,0.917,,Gaia_DR3,-50.084,-10.447,-50.084,0.024,-10.447,0.015
Gaia,DR3,3798960626999772544,175.107887,1.0977874,18.707,2.704,1.962,2.3996,21.8248,10.14,,,2.983,,,,0.989,,,-47.434,-9.73,-46.253,0.307,-9.373,0.303
Gaia,DR3,3799839896999517568,176.1018352,3.1613997,19.431,2.647,2.042,0.113,22.0791,8.27,,,2.939,,,,1.087,,,-46.833,-9.761,-45.956,0.391,-10.673,0.278
Gaia,DR3,3812540798193966848,171.8650521,3.768587,18.697,2.702,2.054,4.2791,23.8147,13.64,,,3.17,,,,1.008,,,-49.927,-10.831,-48.711,0.254,-10.195,0.212
