Catalog,Type,GaiaDR3,RA,DEC,Gmag,Bp-Rp,Voff(km/s),Sep(deg),3D(pc),Vr(pred),Vr(obs),Vrerr,Plx(mas),SpT,FnuvJ,W1-W3,RUWE,XCrate,RVsrc,PMRApred,PMDecpred,PMRA,PMRAerr,PMDec,PMDecerr
Gaia,DR3,2580848395082660992,13.4321569,7.9952906,13.807,1.052,0.0,0.0,0.0,8.07,8.07,2.79,2.018,,,,0.928,,Gaia_DR3,31.831,-5.943,31.831,0.024,-5.943,0.018
Gaia,DR3,2577716328836636416,15.4857075,7.9394616,17.579,2.296,2.317,2.0345,17.914,10.73,,,2.006,,,,1.067,,,31.464,-6.059,32.265,0.141,-5.495,0.106
Gaia,DR3,2555988501602572416,12.2103373,5.913464,19.393,2.669,2.006,2.4093,25.775,6.98,,,2.084,,,,0.987,,,32.952,-5.931,33.834,0.399,-5.933,0.392
Gaia,DR3,2580985078121782912,14.0377039,8.407186,14.161,1.017,1.473,0.7272,28.8041,8.75,49.65,2.77,2.14,,,,0.99,,Gaia_DR3,33.699,-6.379,34.352,0.026,-6.257,0.02
