index,hostname,gaia_id,rv,ok,runtime_s,output_dir,error
17,WASP-45,2308834780352875904,4.713166237,0,2.15,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
18,HATS-30,4906145613282734208,0.2136174589,0,2.16,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
19,TOI-5322,2780169409154216448,-2.268136501,0,2.47,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
20,HATS-49,4919770108539385472,7.625776291,0,2.29,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
21,HATS-46,4919771654727611008,-32.45669174,0,2.21,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
22,Qatar-5,382111248777193216,-9.334557533,0,2.25,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
23,TOI-178,2318295979126499200,57.56665039,0,2.29,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
29,HD_2685,4684205720883329920,2.741959333,0,2.16,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
30,WASP-190,4994240000000000000,0.2908396125,0,2.31,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
31,TOI-6029,430269136520563200,-24.8664875,0,2.27,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
32,HD_3167,2554032474712538880,19.39881706,0,2.30,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
34,TOI-2406,2528453161326406016,,0,0,,Missing/invalid RV
35,WASP-93,415703635408772480,-0.7054376602,0,2.40,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
36,HAT-P-19,365426679516816512,-19.60743141,0,2.24,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
37,HAT-P-16,381592313648387200,-16.66669464,0,2.16,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
38,K2-149,2557342829345854208,6.841959,0,2.42,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 130)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 130, 95, '        "CIRCLE(\'ICRS\'," + str(c.ra.value) + "," + str(c.dec.value) + "," + str(6.0/3600.0) + ")', 130, 95))
39,TOI-1470,427224073427887360,3.536416769,0,2.35,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
7,Gliese_12,2768048564768256512,51.04111099,0,2.13,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
8,WASP-32,2546413408888429696,18.27012634,0,2.15,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
9,WASP-158,2424621502311961344,24.67984581,0,2.38,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
10,HD_1397,4707634458245031552,30.64109993,0,2.22,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
11,TOI-6016,428360006379022592,-48.52323151,0,2.18,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
12,WASP-26,2416782701664155008,9.0658741,0,2.41,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
7,Gliese_12,2768048564768256512,51.04111099,0,2.14,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
8,WASP-32,2546413408888429696,18.27012634,0,2.30,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
9,WASP-158,2424621502311961344,24.67984581,0,2.22,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
10,HD_1397,4707634458245031552,30.64109993,0,2.27,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
11,TOI-6016,428360006379022592,-48.52323151,0,2.23,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
12,WASP-26,2416782701664155008,9.0658741,0,2.20,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
13,TOI-260,2428162410789155328,-10.71837807,0,2.23,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
14,Qatar-4,385697172809355392,-29.14311028,0,2.27,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
15,WASP-20,2359978293137038720,1.255960107,0,4.15,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
16,WASP-1,2862548428079638912,-13.90166569,0,2.24,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
17,WASP-45,2308834780352875904,4.713166237,0,2.20,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
18,HATS-30,4906145613282734208,0.2136174589,0,2.19,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
19,TOI-5322,2780169409154216448,-2.268136501,0,2.22,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
20,HATS-49,4919770108539385472,7.625776291,0,2.20,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
21,HATS-46,4919771654727611008,-32.45669174,0,2.17,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
22,Qatar-5,382111248777193216,-9.334557533,0,2.16,,ImportError/ComoveImportFail: SyntaxError('unterminated string literal (detected at line 190)', ('C:\\Users\\Eef\\MY SHIT\\Documents\\ASTR502spring26\\Comove.py', 190, 117, '            "CIRCLE(\'ICRS\'," + str(Pcoord.ra.value) + "," + str(Pcoord.dec.value) + "," + str(searchraddeg.value) + ")', 190, 117))
7,Gliese_12,2768048564768256512,51.04111099,1,23.68,ALL_RUNS\GaiaDR32768048564768256512_friends,
8,WASP-32,2546413408888429696,18.27012634,1,22.94,ALL_RUNS\GaiaDR32546413408888429696_friends,
9,WASP-158,2424621502311961344,24.67984581,1,25.32,ALL_RUNS\GaiaDR32424621502311961344_friends,
10,HD_1397,4707634458245031552,30.64109993,1,54.73,ALL_RUNS\GaiaDR34707634458245031552_friends,
11,TOI-6016,428360006379022592,-48.52323151,1,31.55,ALL_RUNS\GaiaDR3428360006379022592_friends,
12,WASP-26,2416782701664155008,9.0658741,1,29.06,ALL_RUNS\GaiaDR32416782701664155008_friends,
13,TOI-260,2428162410789155328,-10.71837807,1,43.93,ALL_RUNS\GaiaDR32428162410789155328_friends,
14,Qatar-4,385697172809355392,-29.14311028,0,11.13,,HTTPError('Error 500:\nnull')
15,WASP-20,2359978293137038720,1.255960107,1,26.33,ALL_RUNS\GaiaDR32359978293137038720_friends,
16,WASP-1,2862548428079638912,-13.90166569,0,2.65,,RuntimeError('Child exited before reporting (likely import-time crash)')
17,WASP-45,2308834780352875904,4.713166237,0,2.20,,RuntimeError('Child exited before reporting (likely import-time crash)')
18,HATS-30,4906145613282734208,0.2136174589,0,2.25,,RuntimeError('Child exited before reporting (likely import-time crash)')
19,TOI-5322,2780169409154216448,-2.268136501,0,4.38,,RuntimeError('Child exited before reporting (likely import-time crash)')
15,WASP-20,2359978293137038720,1.255960107,1,25.80,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ALL_RUNS\WASP-20_friends,
16,WASP-1,2862548428079638912,-13.90166569,1,29.31,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ALL_RUNS\WASP-1_friends,
15,WASP-20,2359978293137038720,1.255960107,1,24.39,,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ALL_RUNS\WASP-20_friends,""
15,WASP-20,2359978293137038720,1.255960107,1,25.73,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ALL_RUNS\WASP-20_friends,,
16,WASP-1,2862548428079638912,-13.90166569,1,28.72,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ALL_RUNS\WASP-1_friends,,
15,WASP-20,2359978293137038720,1.255960107,1,26.34,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ALL_RUNS\WASP-20_friends,,
15,WASP-20,2359978293137038720,1.255960107,1,5.12,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ALL_RUNS\WASP-20_friends,0,
16,WASP-1,2862548428079638912,-13.90166569,1,5.56,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ALL_RUNS\WASP-1_friends,0,
15,WASP-20,2359978293137038720,1.255960107,1,4.84,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ALL_RUNS\WASP-20_friends,0,
7,Gliese_12,2768048564768256512,51.04111099,1,32.85,ALL_RUNS\GaiaDR32768048564768256512_friends,
8,WASP-32,2546413408888429696,18.27012634,1,24.28,ALL_RUNS\GaiaDR32546413408888429696_friends,
9,WASP-158,2424621502311961344,24.67984581,1,21.37,ALL_RUNS\GaiaDR32424621502311961344_friends,
7,Gliese_12,2768048564768256512,51.04111099,1,26.60,ALL_RUNS\Gliese_12_friends,
8,WASP-32,2546413408888429696,18.27012634,1,24.87,ALL_RUNS\WASP-32_friends,
9,WASP-158,2424621502311961344,24.67984581,1,22.67,ALL_RUNS\WASP-158_friends,
0,HIP_65_A,4923860051276772608,21.18428993,1,122.09,ALL_RUNS\HIP_65_A_friends,
1,WASP-136,2441013811932929280,11.21512794,1,53.95,ALL_RUNS\WASP-136_friends,
2,KELT-1,2881784280929695360,-14.20667267,1,115.44,ALL_RUNS\KELT-1_friends,
3,HATS-34,4904523077718046720,19.81319046,1,52.15,ALL_RUNS\HATS-34_friends,
4,WASP-96,4990044668377961984,-1.097559452,1,53.93,ALL_RUNS\WASP-96_friends,
5,TOI-198,2333676738050041728,19.7009964,1,24.93,ALL_RUNS\TOI-198_friends,
6,WASP-44,2424406513428936832,-3.095204592,1,47.06,ALL_RUNS\WASP-44_friends,
7,Gliese_12,2768048564768256512,51.04111099,1,22.32,ALL_RUNS\Gliese_12_friends,
8,WASP-32,2546413408888429696,18.27012634,1,50.77,ALL_RUNS\WASP-32_friends,
9,WASP-158,2424621502311961344,24.67984581,1,39.24,ALL_RUNS\WASP-158_friends,
10,HD_1397,4707634458245031552,30.64109993,1,65.18,ALL_RUNS\HD_1397_friends,
11,TOI-6016,428360006379022592,-48.52323151,1,127.06,ALL_RUNS\TOI-6016_friends,
12,WASP-26,2416782701664155008,9.0658741,0,8.98,,HTTPError('500')
13,TOI-260,2428162410789155328,-10.71837807,0,15.44,,HTTPError('500')
14,Qatar-4,385697172809355392,-29.14311028,1,104.85,ALL_RUNS\Qatar-4_friends,
15,WASP-20,2359978293137038720,1.255960107,1,61.10,ALL_RUNS\WASP-20_friends,
16,WASP-1,2862548428079638912,-13.90166569,1,71.31,ALL_RUNS\WASP-1_friends,
17,WASP-45,2308834780352875904,4.713166237,1,101.99,ALL_RUNS\WASP-45_friends,
18,HATS-30,4906145613282734208,0.2136174589,1,85.88,ALL_RUNS\HATS-30_friends,
19,TOI-5322,2780169409154216448,-2.268136501,1,46.25,ALL_RUNS\TOI-5322_friends,
20,HATS-49,4919770108539385472,7.625776291,1,111.64,ALL_RUNS\HATS-49_friends,
21,HATS-46,4919771654727611008,-32.45669174,0,11.70,,HTTPError("Error 404:\nJob 'c6177f99-1155-11f1-91f6-bc97e148b76b-O' not found.")
22,Qatar-5,382111248777193216,-9.334557533,1,122.78,ALL_RUNS\Qatar-5_friends,
23,TOI-178,2318295979126499200,57.56665039,1,31.30,ALL_RUNS\TOI-178_friends,
29,HD_2685,4684205720883329920,2.741959333,1,74.07,ALL_RUNS\HD_2685_friends,
30,WASP-190,4994240000000000000,0.2908396125,1,48.67,ALL_RUNS\WASP-190_friends,
31,TOI-6029,430269136520563200,-24.8664875,1,92.27,ALL_RUNS\TOI-6029_friends,
32,HD_3167,2554032474712538880,19.39881706,0,300.02,,TimeoutError('Attempt timed out after 300s')
34,TOI-2406,2528453161326406016,,0,0,,Missing/invalid RV
35,WASP-93,415703635408772480,-0.7054376602,1,111.11,ALL_RUNS\WASP-93_friends,
36,HAT-P-19,365426679516816512,-19.60743141,0,14.22,,HTTPError('Error 500:\nnull')
37,HAT-P-16,381592313648387200,-16.66669464,1,275.58,ALL_RUNS\HAT-P-16_friends,
38,K2-149,2557342829345854208,6.841959,1,120.46,ALL_RUNS\K2-149_friends,
39,TOI-1470,427224073427887360,3.536416769,1,122.68,ALL_RUNS\TOI-1470_friends,
41,TOI-244,5001098681543159040,14.51407814,0,115.62,,HTTPError('Error 503:\n<!DOCTYPE HTML PUBLIC "-//IETF//DTD HTML 2.0//EN">\n<html><head>\n<title>503 Service Unavailable</title>\n</head><body>\n<h1>Service Unavailable</h1>\n<p>The server is temporarily unable to service your\nrequest due to maintenance downtime or capacity\nproblems. Please try again later.</p>\n</body></html>\n')
42,LHS_1140,2371032916186181760,-13.74182224,0,5.16,,HTTPError('Service Unavailable')
44,K2-206,2549096011101118080,26.62606239,0,5.51,,HTTPError('Service Unavailable')
45,K2-217,2556248536102683008,-6.776754379,0,5.15,,HTTPError('Service Unavailable')
46,K2-216,2556231154370582400,-26.53006744,0,5.21,,HTTPError('Service Unavailable')
47,K2-207,2549087623029238400,-3.072942972,0,5.35,,HTTPError('Service Unavailable')
48,HD_5278,4617759514501503616,-30.23285294,0,5.12,,HTTPError('Service Unavailable')
49,K2-385,2552976943549668352,7.963480949,0,5.17,,HTTPError('Service Unavailable')
12,WASP-26,2416782701664155008,9.0658741,1,58.30,ALL_RUNS\WASP-26_friends,
13,TOI-260,2428162410789155328,-10.71837807,1,40.74,ALL_RUNS\TOI-260_friends,
21,HATS-46,4919771654727611008,-32.45669174,1,59.88,ALL_RUNS\HATS-46_friends,
22,Qatar-5,382111248777193216,-9.334557533,1,152.26,ALL_RUNS\Qatar-5_friends,
23,TOI-178,2318295979126499200,57.56665039,1,35.18,ALL_RUNS\TOI-178_friends,
29,HD_2685,4684205720883329920,2.741959333,1,117.05,ALL_RUNS\HD_2685_friends,
30,WASP-190,4994240000000000000,0.2908396125,1,50.37,ALL_RUNS\WASP-190_friends,
