target,n_rows_in_csv,n_valid_3d,n_inner_lt_30pc,n_outer_40_70pc,inner_density,outer_density,density_ratio,raw_score,adjusted_score,score_gap,score_retention,inner_weight,outer_weight,confidence_weight,score_status,csv_path
HATS-75,2721,2721,98,988,0.0008665102457225414,0.0008454036762085623,1.0249662618083673,0.506164611796068,0.454695338571054,0.05146927322501399,0.8983151488161508,0.9074074074074074,0.9899799599198397,0.8983151488161508,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-75.csv
HAT-P-25,2862,2862,104,1068,0.0009195618934198398,0.0009138574151728183,1.0062421972534332,0.5015556938394524,0.4533150573359995,0.048240636503452894,0.9038179865247533,0.9122807017543859,0.9907235621521335,0.9038179865247533,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-25.csv
TOI-2046,3415,3415,120,1273,0.001061032953945969,0.0010892701212687245,0.9740769835035351,0.49343414245921213,0.4519275712097203,0.04150657124949181,0.9158822471371186,0.9230769230769231,0.9922057677318784,0.9158822471371186,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2046.csv
WASP-18,2484,2484,99,1028,0.0008753521870054244,0.0008796305456906904,0.995136186770428,0.4987810823988299,0.4486569825342819,0.05012409986454802,0.899506814445564,0.908256880733945,0.9903660886319846,0.899506814445564,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-18.csv
WASP-99,1543,1543,65,609,0.0005747261833873999,0.0005211040878653993,1.1029009304871373,0.5244664237376366,0.4471944724535132,0.07727195128412345,0.8526655896607432,0.8666666666666667,0.9838449111470113,0.8526655896607432,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-99.csv
TOI-2447,1346,1346,104,1102,0.0009195618934198398,0.0009429502542326273,0.9751966122202057,0.49372128637059726,0.4463619303638253,0.047359356006771935,0.9040767386091126,0.9122807017543859,0.9910071942446043,0.9040767386091126,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2447.csv
HAT-P-32,1905,1905,72,710,0.0006366197723675814,0.0006075269333077725,1.0478873239436621,0.5116918844566712,0.4430502902002885,0.06864159425638272,0.8658536585365854,0.8780487804878049,0.9861111111111112,0.8658536585365854,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-32.csv
TOI-3693,3764,3764,135,1521,0.0011936620731892152,0.0013014767120579182,0.9171597633136096,0.47839506172839513,0.44249307416833716,0.03590198756005797,0.9249532647131692,0.9310344827586207,0.9934683213585892,0.9249532647131692,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-3693.csv
TOI-6303,5467,5467,184,2156,0.0016269171960504858,0.0018448282650867008,0.8818800247371676,0.4686164968780809,0.4424090174713287,0.026207479406752165,0.9440747827245815,0.9484536082474226,0.9953831948291783,0.9440747827245815,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-6303.csv
WASP-120,1024,1024,45,373,0.0003978873577297384,0.00031916555792084385,1.2466487935656838,0.554892601431981,0.4421491723254594,0.11274342910652163,0.7968193686209353,0.8181818181818182,0.9738903394255874,0.7968193686209353,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-120.csv
HD_5278,332,332,152,9,0.0013439750749982275,7.701045633478807e-06,174.51851851851853,0.9943025954842794,0.4419122646596797,0.5523903308245997,0.4444444444444444,0.9382716049382716,0.47368421052631576,0.4444444444444444,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HD_5278.csv
K2-83,1659,1659,66,638,0.000583568124670283,0.000545918568239942,1.0689655172413797,0.5166666666666667,0.44176007147498386,0.07490659519168286,0.855019493177388,0.868421052631579,0.9845679012345679,0.855019493177388,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-83.csv
WASP-119,1698,1698,68,664,0.0006012520072360491,0.0005681660334033253,1.0582329317269077,0.5141463414634146,0.4415798449698718,0.07256649649354285,0.8588602297801111,0.8717948717948718,0.9851632047477745,0.8588602297801111,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-119.csv
K2-81,937,937,44,365,0.0003890454164468553,0.00031232018402441825,1.2456621004566213,0.5546970313135421,0.4399226826121228,0.11477434870141928,0.7930864197530865,0.8148148148148148,0.9733333333333334,0.7930864197530865,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-81.csv
TOI-2411,90,90,30,16,0.00026525823848649226,1.3690747792851212e-05,19.375000000000004,0.9509202453987731,0.4388862671071261,0.512033978291647,0.4615384615384616,0.75,0.6153846153846154,0.46153846153846156,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2411.csv
WASP-33,5482,5482,195,2335,0.0017241785501621997,0.001997993506019224,0.8629550321199144,0.46321839080459776,0.4387433850810827,0.024475005723515075,0.9471631390087888,0.9512195121951219,0.9957356076759062,0.9471631390087888,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-33.csv
HAT-P-29,2784,2784,97,1052,0.0008576683044396583,0.0009001666673799671,0.952788339670469,0.48791173129969173,0.43814760290710303,0.0497641283925887,0.8980058785222733,0.9065420560747663,0.9905838041431262,0.8980058785222733,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-29.csv
TOI-4515,1885,1885,72,727,0.0006366197723675814,0.0006220733528376769,1.0233837689133425,0.5057783820530252,0.4380723372635197,0.06770604478950548,0.8661349571433299,0.8780487804878049,0.9864314789687924,0.8661349571433299,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-4515.csv
TOI-1669,1069,1069,62,602,0.0005482003595387506,0.0005151143857060268,1.064230343300111,0.5155579399141631,0.43669854187899926,0.07885939803516384,0.8470406681190995,0.8611111111111112,0.9836601307189542,0.8470406681190995,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1669.csv
TOI-2407,354,354,36,271,0.0003183098861837907,0.0002318870407414174,1.3726937269372694,0.578538102643857,0.4366561758775699,0.14188192676628708,0.7547578523905307,0.782608695652174,0.9644128113879004,0.7547578523905307,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2407.csv
BD+20_594,1139,1139,47,416,0.0004155712402955045,0.00035595944261413153,1.1674679487179487,0.5386321626617375,0.43370958093906153,0.10492258172267599,0.8052055020179557,0.8245614035087719,0.9765258215962441,0.8052055020179557,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\BD+20_594.csv
HAT-P-15,3795,3795,127,1484,0.0011229265429261507,0.00126981685778695,0.8843216531895778,0.4693050423173203,0.43213722391004755,0.037167818407272735,0.9208024311357351,0.927007299270073,0.9933065595716198,0.9208024311357351,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-15.csv
K2-90,1537,1537,61,607,0.0005393584182558676,0.0005193927443912929,1.0384404173531028,0.5094288793103449,0.43058468085520896,0.0788441984551359,0.8452302143493049,0.8591549295774648,0.9837925445705025,0.8452302143493049,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-90.csv
TOI-2328,1441,1441,58,584,0.0005128325944072184,0.0004997122944390692,1.0262557077625574,0.5064788732394366,0.4247240145168894,0.08175485872254723,0.8385818974054268,0.8529411764705882,0.9831649831649831,0.8385818974054268,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2328.csv
Qatar-5,3405,3405,114,1373,0.0010079813062486705,0.0011748372949740445,0.857975236707939,0.4617796942375539,0.42146969713718657,0.04030999710036731,0.912707298299629,0.9193548387096774,0.9927693420101229,0.912707298299629,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\Qatar-5.csv
K2-370,2235,2235,72,788,0.0006366197723675814,0.0006742693287979222,0.9441624365482234,0.48563968668407315,0.4210717840899134,0.06456790259415973,0.8670456629378324,0.8780487804878049,0.9874686716791979,0.8670456629378324,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-370.csv
WASP-11,2957,2957,94,1113,0.000831142480591009,0.0009523626433402124,0.8727163821503445,0.4660163121701583,0.4174563207400019,0.048559991430156435,0.8957976573737927,0.9038461538461539,0.9910952804986642,0.8957976573737927,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-11.csv
WASP-26,612,612,29,210,0.0002564162972036092,0.00017969106478117215,1.4269841269841272,0.5879659908436887,0.4173325039904504,0.17063348685323831,0.7097902097902098,0.7435897435897436,0.9545454545454546,0.7097902097902098,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-26.csv
WASP-140,1662,1662,71,792,0.0006277778310846984,0.000677692015746135,0.9263468013468015,0.4808826742407691,0.4162586517950021,0.06462402244576698,0.8656137434192297,0.8765432098765432,0.9875311720698254,0.8656137434192297,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-140.csv
NGTS-11,1289,1289,49,486,0.0004332551228612707,0.00041585646420785557,1.041838134430727,0.5102452133019819,0.4152193654173523,0.09502584788462959,0.8137643521049754,0.8305084745762712,0.9798387096774194,0.8137643521049754,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\NGTS-11.csv
K2-220,1609,1609,59,628,0.0005216745356901014,0.0005373618508694101,0.9708067940552018,0.4925935900888769,0.41460128344857267,0.07799230664030421,0.8416700740538822,0.855072463768116,0.9843260188087775,0.8416700740538822,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-220.csv
TOI-1472,1470,1470,59,628,0.0005216745356901014,0.0005373618508694101,0.9708067940552018,0.4925935900888769,0.41460128344857267,0.07799230664030421,0.8416700740538822,0.855072463768116,0.9843260188087775,0.8416700740538822,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1472.csv
TOI-3714,1854,1854,120,1511,0.001061032953945969,0.0012929199946873863,0.8206485771012576,0.4507451835696111,0.41333695789633285,0.03740822567327823,0.9170080412683964,0.9230769230769231,0.9934253780407627,0.9170080412683964,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-3714.csv
WASP-1,1696,1696,59,633,0.0005216745356901014,0.000541640209554676,0.9631384939441813,0.49061158798283266,0.4129842219756768,0.07762736600715586,0.841774291703293,0.855072463768116,0.9844479004665629,0.841774291703293,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-1.csv
TOI-908,2996,2996,97,1194,0.0008576683044396583,0.0010216720540415216,0.8394751535455054,0.45636667172560336,0.41027940498894594,0.04608726673665742,0.899012637004378,0.9065420560747663,0.9916943521594684,0.899012637004378,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-908.csv
WASP-20,1075,1075,42,402,0.00037136153388108914,0.0003439800382953867,1.0796019900497513,0.5191387559808612,0.40912708905810596,0.11001166692275527,0.7880881254667663,0.8076923076923077,0.9757281553398058,0.7880881254667663,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-20.csv
TOI-5301,563,563,29,222,0.0002564162972036092,0.00018995912562581055,1.3498498498498501,0.5744408945686902,0.40873679036618343,0.16570410420250675,0.7115384615384616,0.7435897435897436,0.9568965517241379,0.7115384615384616,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-5301.csv
K2-216,1275,1275,63,707,0.0005570423008216338,0.0006049599180966129,0.9207920792079209,0.4793814432989691,0.40794270010086514,0.07143874319810395,0.8509772453716972,0.863013698630137,0.9860529986052998,0.8509772453716972,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-216.csv
TOI-6029,1570,1570,55,597,0.00048630677055856914,0.0005108360270207608,0.9519821328866557,0.487700228832952,0.40587091658167473,0.08182931225127726,0.8322139145862374,0.8461538461538461,0.9835255354200988,0.8322139145862374,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-6029.csv
K2-213,685,685,32,269,0.0002829421210522584,0.000230175697267311,1.2292441140024783,0.5514174541411895,0.4050692477596312,0.14634820638155827,0.7345963474995733,0.7619047619047619,0.96415770609319,0.7345963474995733,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-213.csv
TOI-2236,1185,1185,45,455,0.0003978873577297384,0.0003893306403592063,1.0219780219780221,0.5054347826086957,0.4046442687747036,0.10079051383399207,0.8005865102639297,0.8181818181818182,0.978494623655914,0.8005865102639297,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2236.csv
TOI-5340,1159,1159,45,457,0.0003978873577297384,0.00039104198383331274,1.0175054704595188,0.5043383947939263,0.4038045197172316,0.1005338750766947,0.8006618649016936,0.8181818181818182,0.9785867237687366,0.8006618649016936,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-5340.csv
TOI-2152,2205,2205,74,889,0.0006543036549333475,0.0007606921742402955,0.8601424821897263,0.46240677282805887,0.40282710892084694,0.05957966390721192,0.8711531331108638,0.8809523809523809,0.9888765294771968,0.8711531331108638,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2152.csv
HAT-P-19,1209,1209,45,463,0.0003978873577297384,0.0003961760142556319,1.004319654427646,0.5010775862068966,0.4013050743271455,0.09977251187975106,0.8008841053238517,0.8181818181818182,0.9788583509513742,0.8008841053238517,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-19.csv
K2-219,700,700,32,276,0.0002829421210522584,0.0002361653994266834,1.1980676328502418,0.545054945054945,0.40075967988055894,0.14429526517438607,0.7352647352647352,0.7619047619047619,0.965034965034965,0.7352647352647352,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-219.csv
TOI-954,1166,1166,43,435,0.00038020347516397226,0.0003722172056181423,1.0214559386973183,0.5053070507960576,0.4007533765164409,0.10455367427961676,0.7930888276446895,0.8113207547169812,0.9775280898876404,0.7930888276446895,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-954.csv
TIC_237913194,1387,1387,45,465,0.0003978873577297384,0.00039788735772973834,1.0000000000000002,0.5,0.4004784688995216,0.0995215311004784,0.8009569377990432,0.8181818181818182,0.9789473684210527,0.8009569377990432,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TIC_237913194.csv
HD_28109,1986,1986,61,715,0.0005393584182558676,0.0006118052919930386,0.8815850815850818,0.4685332011892963,0.396990297617701,0.07154290357159532,0.8473045167557066,0.8591549295774648,0.9862068965517241,0.8473045167557066,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HD_28109.csv
HAT-P-60,1247,1247,43,459,0.00038020347516397226,0.00039275332730741915,0.9680464778503995,0.49188191881918825,0.3905649688914318,0.10131694992775647,0.7940218047230158,0.8113207547169812,0.9786780383795309,0.7940218047230158,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-60.csv
TOI-444,187,187,78,8,0.0006896714200648799,6.845373896425606e-06,100.75000000000001,0.9901719901719901,0.3900677537041173,0.6001042364678728,0.3939393939393939,0.8863636363636364,0.4444444444444444,0.3939393939393939,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-444.csv
WASP-186,1963,1963,64,787,0.0005658842421045168,0.000673413657060869,0.8403218975010589,0.4566168009205984,0.38995684880410836,0.06665995211649006,0.8540133609142393,0.8648648648648649,0.9874529485570891,0.8540133609142393,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-186.csv
TOI-1601,1290,1290,47,523,0.0004155712402955045,0.000447516318478824,0.9286169534735501,0.48149372108393923,0.38957233659077417,0.09192138449316506,0.8090912083209901,0.8245614035087719,0.9812382739212008,0.8090912083209901,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-1601.csv
TOI-3980,895,895,34,325,0.00030062600361802457,0.00027809331454229025,1.0810256410256411,0.519467718087728,0.3894245783493483,0.13004313973837967,0.7496607869742198,0.7727272727272727,0.9701492537313433,0.7496607869742198,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-3980.csv
K2-85,659,659,46,520,0.00040672929901262145,0.0004449493032676644,0.9141025641025642,0.47756195579370403,0.3848814684159501,0.09268048737775392,0.8059299191374663,0.8214285714285714,0.9811320754716981,0.8059299191374663,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-85.csv
TOI-2154,510,510,39,413,0.00034483571003243995,0.0003533924274029719,0.9757869249394675,0.49387254901960786,0.3837895087112859,0.11008304030832194,0.7771023302938196,0.7959183673469388,0.9763593380614657,0.7771023302938196,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2154.csv
WASP-93,2099,2099,66,846,0.000583568124670283,0.0007238982895470078,0.8061465721040191,0.4463350785340315,0.38307866215300945,0.06325641638102203,0.8582759468765372,0.868421052631579,0.9883177570093458,0.8582759468765372,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-93.csv
TOI-2421,532,532,24,188,0.00021220659078919382,0.00016086628656600174,1.319148936170213,0.5688073394495413,0.3812327266185874,0.1875746128309539,0.6702317290552585,0.7058823529411765,0.9494949494949495,0.6702317290552585,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2421.csv
HATS-34,521,521,24,189,0.00021220659078919382,0.00016172195830305494,1.3121693121693123,0.5675057208237987,0.3804620085215417,0.18704371230225697,0.6704108779190069,0.7058823529411765,0.949748743718593,0.6704108779190069,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-34.csv
HAT-P-64,330,330,29,265,0.0002564162972036092,0.0002267530103190982,1.1308176100628933,0.5306965761511216,0.380270693493834,0.15042588265728762,0.7165501165501166,0.7435897435897436,0.9636363636363636,0.7165501165501166,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-64.csv
TOI-2449,590,590,43,490,0.00038020347516397226,0.00041927915115606834,0.9068027210884356,0.4755618979664646,0.3781165732133362,0.09744532475312839,0.7950943396226415,0.8113207547169812,0.98,0.7950943396226415,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2449.csv
WASP-139,416,416,22,163,0.00019452270822342766,0.00013947449313967173,1.394683026584867,0.5824081981212639,0.37726080174545745,0.20514739637580642,0.6477601156069365,0.6875,0.9421965317919075,0.6477601156069365,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-139.csv
K2-283,384,384,20,139,0.0001768388256576615,0.0001189383714503949,1.486810551558753,0.5978784956605593,0.3718349480841957,0.22604354757636358,0.6219239373601789,0.6666666666666666,0.9328859060402684,0.6219239373601789,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-283.csv
WASP-96,1203,1203,40,465,0.000353677651315323,0.00039788735772973834,0.8888888888888891,0.47058823529411764,0.3685448916408669,0.10204334365325074,0.7831578947368422,0.8,0.9789473684210527,0.7831578947368422,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-96.csv
WASP-97,848,848,31,317,0.0002741001797693753,0.00027124794064586465,1.010515247108307,0.5026150627615062,0.36840443214420243,0.13421063061730382,0.7329753114044902,0.7560975609756098,0.9694189602446484,0.7329753114044902,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-97.csv
HAT-P-38,862,862,34,368,0.00030062600361802457,0.0003148871992355779,0.9547101449275364,0.4884151992585728,0.3674273071863433,0.12098789207222949,0.7522847522847522,0.7727272727272727,0.9735449735449735,0.7522847522847522,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HAT-P-38.csv
WASP-118,927,927,34,368,0.00030062600361802457,0.0003148871992355779,0.9547101449275364,0.4884151992585728,0.3674273071863433,0.12098789207222949,0.7522847522847522,0.7727272727272727,0.9735449735449735,0.7522847522847522,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-118.csv
WASP-117,1508,1508,48,607,0.00042441318157838764,0.0005193927443912929,0.8171334431630973,0.4496826835902085,0.3661195626525545,0.083563120937654,0.814173140334209,0.8275862068965517,0.9837925445705025,0.814173140334209,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-117.csv
K2-203,1845,1845,55,730,0.00048630677055856914,0.0006246403680488365,0.7785388127853883,0.4377406931964057,0.36539062020448415,0.07235007299192153,0.8347193347193347,0.8461538461538461,0.9864864864864865,0.8347193347193347,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-203.csv
K2-215,762,762,29,291,0.0002564162972036092,0.00024900047548248144,1.029782359679267,0.5073363431151242,0.36471687533423064,0.14261946778089357,0.7188857653973934,0.7435897435897436,0.9667774086378738,0.7188857653973934,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-215.csv
HATS-5,1729,1729,48,615,0.00042441318157838764,0.0005262381182877184,0.8065040650406505,0.4464446444644465,0.3635598870231851,0.08288475744126139,0.8143448275862069,0.8275862068965517,0.984,0.8143448275862069,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\HATS-5.csv
WASP-181,575,575,24,215,0.00021220659078919382,0.00018396942346643816,1.1534883720930234,0.5356371490280778,0.3612925083640368,0.17434464066404098,0.6745098039215687,0.7058823529411765,0.9555555555555556,0.6745098039215687,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-181.csv
WASP-77_A,738,738,40,487,0.000353677651315323,0.0004167121359449088,0.8487337440109515,0.45908922621251386,0.3598816147533107,0.09920761145920315,0.7839034205231389,0.8,0.9798792756539235,0.7839034205231389,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-77_A.csv
WASP-105,451,451,22,185,0.00019452270822342766,0.00015829927135484214,1.228828828828829,0.5513338722716249,0.3596039839976784,0.1917298882739465,0.6522435897435898,0.6875,0.9487179487179487,0.6522435897435898,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-105.csv
WASP-71,891,891,32,357,0.0002829421210522584,0.00030547481012799265,0.9262371615312792,0.48085312651478435,0.35638160875210173,0.12447151776268262,0.7411444141689373,0.7619047619047619,0.9727520435967303,0.7411444141689373,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-71.csv
TOI-6330,1149,1149,35,409,0.00030946794490090764,0.0003499697404547591,0.8842705786471069,0.4692906574394464,0.35629253573299785,0.11299812170644857,0.7592150623176875,0.7777777777777778,0.9761336515513126,0.7592150623176875,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-6330.csv
K2-206,1154,1154,37,446,0.00032715182746667377,0.0003816295947257275,0.8572496263079223,0.46156941649899397,0.3553946673696528,0.10617474912934116,0.7699701381112356,0.7872340425531915,0.9780701754385965,0.7699701381112356,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\K2-206.csv
WASP-76,804,804,29,310,0.0002564162972036092,0.0002652582384864922,0.9666666666666669,0.49152542372881364,0.3540715993046502,0.13745382442416343,0.7203525641025641,0.7435897435897436,0.96875,0.7203525641025641,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-76.csv
TOI-2714,411,411,19,146,0.00016799688437477844,0.0001249280736097673,1.344748858447489,0.5735150925024344,0.3516646477899542,0.22185044471248017,0.6131741821396993,0.6551724137931034,0.9358974358974359,0.6131741821396993,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2714.csv
TOI-558,918,918,32,369,0.0002829421210522584,0.0003157428709726311,0.896115627822945,0.47260600285850407,0.3505799523654489,0.12202605049305515,0.7418017338861665,0.7619047619047619,0.9736147757255936,0.7418017338861665,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-558.csv
TOI-2537,1568,1568,46,624,0.00040672929901262145,0.0005339391639211972,0.7617521367521368,0.43238326258338394,0.34956988421567853,0.08281337836770541,0.8084722848129787,0.8214285714285714,0.9842271293375394,0.8084722848129787,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\TOI-2537.csv
WASP-141,598,598,39,500,0.00034483571003243995,0.00042783586852660036,0.8060000000000002,0.4462901439645626,0.3482456105365735,0.09804453342798913,0.7803121248499401,0.7959183673469388,0.9803921568627451,0.78031212484994,ok,C:\Users\Eef\MY SHIT\Documents\ASTR502spring26\ASTR502spring26\April Fixes\FRIENDS\WASP-141.csv
