GaiaDR3                               RA         DEC   Gmag  Bp-Rp  Voff(km/s) Sep(deg)   3D(pc) Vr(pred)  Vr(obs)    Vrerr Plx(mas)  SpT    FnuvJ  W1-W3    RUWE  XCrate                               RVsrc    PMRApred   PMDecpred        PMRA     PMRAerr       PMDec    PMDecerr
Gaia DR3 3545873945303316224 169.4388560 -19.0547779 11.809  0.680       0.000   0.0000   0.0000     0.10     0.10     1.12    2.576  nan      nan    nan   0.993     nan                            Gaia_DR3     -28.726       1.075     -28.726       0.019       1.075       0.015
Gaia DR3 3544701041274808064 170.6958881 -20.6668110 13.104  0.955       1.658   1.9991  13.8033    -1.04     1.24     1.67    2.560  nan      nan    nan   0.971     nan                            Gaia_DR3     -28.549       0.848     -29.371       0.014       0.496       0.014
Gaia DR3 3545631606067085184 170.7611893 -19.6244776 17.449  2.569       2.864   1.3716  15.4198    -1.07      nan      nan    2.661  nan      nan    nan   1.129     nan                                None     -29.676       0.881     -28.076       0.102       0.741       0.081
Gaia DR3 3551659983508710656 167.3297145 -20.4431732 17.985  1.841       2.840   2.4224  24.9358     1.88      nan      nan    2.459  nan      nan    nan   1.595     nan                                None     -27.391       1.379     -25.993       0.221       1.840       0.180
Gaia DR3 3559741535708638080 169.7897628 -15.5416303 16.938  2.087       2.755   3.5291  25.8831    -0.09      nan      nan    2.516  nan      nan    nan   0.994     nan                                None     -28.062       0.998     -27.303       0.083       2.247       0.063
Gaia DR3 3553331447342210944 165.9629216 -17.2422698 18.923  2.779       2.341   3.7674  25.9047     3.22      nan      nan    2.552  nan      nan    nan   0.990     nan                                None     -28.380       1.573     -27.130       0.303       1.423       0.241
Gaia DR3 3553108353856663040 165.6603316 -18.1986998 17.222  2.153       1.564   3.6814  27.0174     3.44      nan      nan    2.514  nan      nan    nan   1.116     nan                                None     -27.944       1.624     -27.121       0.094       1.719       0.097
Gaia DR3 3551452180107331584 165.1840494 -20.7256414 18.284  2.679       1.520   4.3356  29.4566     3.71      nan      nan    2.567  nan      nan    nan   1.028     nan                                None     -28.514       1.823     -27.895       0.204       2.364       0.139
