index,hostname,gaia_id,rv,query_timestamp,attempt_completed_on,srad_used_pc,ok,runtime_s,output_dir,error
51,K2-203,2535901287452166400,20.26805687,"2026-03-03 11:22:58",1,29.358731,1,29.91,ALL_RUNS\K2-203_friends,""
